stage,epoch,epochs,regularizer,reg_coeff,param_kind,layer,numel,value_mean,value_rms,value_l2,grad_ce_l2,grad_reg_l2,grad_total_l2,cos_ce_reg,dot_ce_reg,sign_agree_frac,grad_ce_mean,grad_reg_mean,ce_loss,reg_loss
early,0,300,manual_l2_all,0.00025,bn_gamma,layer1.1,64,0.8288063406944275,0.8348312377929688,6.67864990234375,0.04283776506781578,0.0033393248450011015,0.042896442115306854,-0.021392246856112955,-3.060144081246108e-06,0.359375,-0.0005281969788484275,0.00041440321365371346,2.1129727363586426,2.7378954887390137
early,0,300,manual_l2_all,0.00025,lambda,layer1.2,1,6.558931350708008,6.558931350708008,6.558931350708008,0.0005182892782613635,0.003279465716332197,0.0037977551110088825,0.9999999898169464,1.6997119018924423e-06,1.0,0.0005182892782613635,0.003279465716332197,2.1129727363586426,2.7378954887390137
early,0,300,manual_l2_all,0.00025,bn_gamma,layer1.5,64,0.8262478113174438,0.8270522952079773,6.616418361663818,0.018527695909142494,0.0033082091249525547,0.018902955576777458,0.025304042415893204,1.5509731383644976e-06,0.609375,4.4015818275511265e-05,0.0004131239256821573,2.1129727363586426,2.7378954887390137
early,0,300,manual_l2_all,0.00025,lambda,layer1.6,1,6.59695291519165,6.59695291519165,6.59695291519165,3.839586861431599e-05,0.0032984765712171793,0.0032600807026028633,-1.0000000247179133,-1.2664787618632545e-07,0.0,-3.839586861431599e-05,0.0032984765712171793,2.1129727363586426,2.7378954887390137
early,0,300,manual_l2_all,0.00025,bn_gamma,layer2.1,128,0.8256261944770813,0.8258354067802429,9.34326171875,0.010376806370913982,0.004671630449593067,0.01136816293001175,-0.0027550351463575848,-1.3355474948184565e-07,0.5078125,-4.555902705760673e-06,0.0004128131549805403,2.1129727363586426,2.7378954887390137
early,0,300,manual_l2_all,0.00025,lambda,layer2.2,1,6.60128927230835,6.60128927230835,6.60128927230835,7.247645407915115e-05,0.003300644690170884,0.0033731211442500353,0.9999999848903605,2.3921901970425097e-07,1.0,7.247645407915115e-05,0.003300644690170884,2.1129727363586426,2.7378954887390137
early,0,300,manual_l2_all,0.00025,bn_gamma,layer2.5,128,0.8260148167610168,0.8262088298797607,9.347485542297363,0.006653476040810347,0.004673743154853582,0.008119347505271435,-0.003035986087638866,-9.44089606491616e-08,0.4921875,-3.6705168895423412e-06,0.00041300745215266943,2.1129727363586426,2.7378954887390137
early,0,300,manual_l2_all,0.00025,lambda,layer2.6,1,6.593578815460205,6.593578815460205,6.593578815460205,1.016072928905487e-05,0.0032967894803732634,0.0033069502096623182,0.9999999602670275,3.349778410211002e-08,1.0,1.016072928905487e-05,0.0032967894803732634,2.1129727363586426,2.7378954887390137
early,0,300,manual_l2_all,0.00025,bn_gamma,layer3.1,256,0.8256881237030029,0.8257447481155396,13.211915969848633,0.004870012402534485,0.006605958566069603,0.008218272589147091,0.00286442515375655,9.215170848619891e-08,0.49609375,7.921426004031673e-07,0.0004128440923523158,2.1129727363586426,2.7378954887390137
early,0,300,manual_l2_all,0.00025,lambda,layer3.2,1,6.59450101852417,6.59450101852417,6.59450101852417,2.9194634407758713e-05,0.0032972507178783417,0.003268056083470583,-0.9999999836190484,-9.626202768231451e-08,0.0,-2.9194634407758713e-05,0.0032972507178783417,2.1129727363586426,2.7378954887390137
