L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,54.230000,54.120000,54.030000,53.940000,54.280000,53.900000,53.720000,53.130000,52.370000,52.200000,51.230000,50.350000,49.460000
