dataset,arch,variant,variant_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,sigma,acc,checkpoint,matrix_csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,0,56.978000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,0.25,54.324000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,0.5,48.696000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,0.75,41.516000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,1,34.414000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,1.25,28.468000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,1.5,23.286000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,1.75,18.724000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,2,14.764000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,2.25,11.562000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet18,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,2.5,9.028000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet18_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet18_five_regs_pre_input_if_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet18_T16_mode_rate_uniform_schedule_normal_seed_42.csv
