L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,86.040000,85.890000,85.950000,85.910000,85.730000,85.500000,84.950000,84.660000,84.080000,83.970000,82.960000,83.030000,82.320000,82.570000,81.310000,81.590000,80.840000,80.810000,80.780000,80.170000,79.830000
