L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,45.640000,37.330000,28.080000,17.540000,10.220000,6.620000,5.080000,3.960000,3.210000,2.890000,2.630000,2.120000,2.180000
