epoch,alpha,q_assignment,q_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,reg_grad_norm,reg_coeff_grad_norm,ann_train_acc,ann_test_acc,train_loss
0.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8974130958547373,86.43066146399741,0.04321533073199871,14.814,20.25,1735.0612564086914
1.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8267565967176881,72.6078213516667,0.03630391067583335,19.06,22.29,1431.0772078037262
2.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7866083374413688,61.63482844532084,0.030817414222660423,22.482,29.62,1225.8985126018524
3.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7346565618234522,53.155998359456824,0.02657799917972841,24.822,28.87,1083.9259202480316
4.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6940267031150096,46.65683512438947,0.023328417562194732,26.828,35.84,987.0779070854187
5.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6700851499577007,41.85213112458181,0.020926065562290905,28.966,34.73,920.4065434932709
6.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6626335399230118,38.3434615369173,0.019171730768458652,30.72,39.21,872.729926109314
7.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.5928636168884804,36.133038533921386,0.018066519266960693,33.708,40.5,829.1342777013779
8.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990019347356714,34.67904210805992,0.017339521054029958,35.508,47.58,802.3853112459183
9.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,34.06098993436388,0.017030494967181942,37.548,50.21,783.2311860322952
10.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,34.14756794391622,0.01707378397195811,39.108,52.65,770.526598572731
11.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,34.48848460313887,0.017244242301569436,41.146,47.44,756.2446520328522
12.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,35.23048975599496,0.01761524487799748,43.022,56.93,743.5343576669693
13.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,36.1196203219038,0.0180598101609519,44.78,56.99,732.1447920799255
14.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,37.05508101574266,0.01852754050787133,46.044,62.54,730.0873876810074
15.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,37.86914329444198,0.018934571647220993,47.202,62.31,726.7045987844467
16.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,38.69723215777019,0.019348616078885095,47.962,62.93,723.969029545784
17.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,39.33275112971231,0.019666375564856155,48.386,55.26,724.9597482681274
18.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298979272013125,40.0200132371689,0.020010006618584448,49.152,61.46,723.568799495697
19.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299123477143095,40.48913979620668,0.02024456989810334,49.882,58.9,724.108876824379
20.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299094637489075,40.87839113686443,0.020439195568432215,50.644,66.29,720.1138525009155
21.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299422161201077,41.532306597424736,0.02076615329871237,50.804,62.65,722.8174057006836
22.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299259449667333,41.93772108130589,0.020968860540652945,50.94,65.27,723.2166069746017
23.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990719762909443,42.25503528092003,0.021127517640460017,51.76,61.94,719.8631727695465
24.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299269737185115,42.52320887826368,0.021261604439131842,51.42,62.49,719.0946863889694
25.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990781524602103,42.738049046888285,0.021369024523444143,52.326,67.47,720.4930905103683
26.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299391257488514,43.01783320547244,0.02150891660273622,52.37,66.86,718.483296751976
27.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990740357762405,43.271936222886296,0.02163596811144315,52.436,68.97,718.4166439771652
28.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32993150527215065,43.436489570995725,0.021718244785497862,52.61,67.14,721.8737471103668
29.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32991914675973566,43.685420476621694,0.021842710238310848,53.432,68.79,716.2005645036697
30.0,0.08,risk,1.0438658651488517,0.04128613752667861,1.0,1.1363588571548462,1.0438658651488517,0.04128613752667861,0.33002358271032955,44.18879095671006,0.02209439547835503,53.25,66.69,723.2075417041779
31.0,0.16,risk,1.0877397941506428,0.08258035712306151,1.0,1.1759763956069946,1.0877397941506428,0.08258035712306151,0.329954577910016,44.77585988371877,0.022387929941859386,53.624,65.02,721.7440844774246
32.0,0.24,risk,1.131564638193916,0.12382818627006867,1.0,1.2860358953475952,1.131564638193916,0.12382818627006867,0.3299595216655975,45.0734445770054,0.0225367222885027,53.992,69.54,719.4692717790604
33.0,0.32,risk,1.1754882643594766,0.16516944560248528,1.0,1.3520582914352417,1.1754882643594766,0.16516944560248528,0.3299263577022211,45.299465856708245,0.02264973292835412,54.048,69.96,716.6629595756531
34.0,0.4,risk,1.2193093373037664,0.2064136012130991,1.0,1.4400659799575806,1.2193093373037664,0.2064136012130991,0.32994180605234696,45.67797718920636,0.02283898859460318,54.044,66.75,721.8083620071411
35.0,0.48,risk,1.2628655604389318,0.2473519375866941,1.0,1.7048938274383545,1.2628655604389318,0.2473519375866941,0.3360217434670919,46.179694521468974,0.023089847260734486,54.368,70.15,723.8760207891464
36.0,0.56,risk,1.3063574008014807,0.28794992381654433,1.0,1.800694465637207,1.3063574008014807,0.28794992381654433,0.34110552011548406,46.30683676911304,0.02315341838455652,54.672,67.04,717.042156457901
37.0,0.64,risk,1.350407537901798,0.32954277117234054,1.0,1.703662395477295,1.350407537901798,0.32954277117234054,0.33764080646092937,46.52111529777187,0.023260557648885936,54.762,71.64,721.5608661174774
38.0,0.72,risk,1.3939082253619532,0.3707399305022891,1.0,1.7915942668914795,1.3939082253619532,0.3707399305022891,0.3300818779584392,46.78694712388377,0.023393473561941887,54.752,71.07,718.4468493461609
39.0,0.8,risk,1.4373362107045204,0.4112281987581716,1.0,1.9508767127990723,1.4373362107045204,0.4112281987581716,0.3437508151811712,47.21452246978212,0.02360726123489106,55.136,66.22,722.101057767868
40.0,0.88,risk,1.4816930025739743,0.4533669712293483,1.0,1.967430830001831,1.4816930025739743,0.4533669712293483,0.3299834138292181,47.557187759953784,0.023778593879976894,54.662,68.21,723.6577563285828
41.0,0.96,risk,1.525238754499294,0.4941080743851869,1.0,2.05558705329895,1.525238754499294,0.4941080743851869,0.3359733347392753,47.75639200617557,0.023878196003087784,55.724,72.33,719.2401905059814
42.0,1.04,risk,1.569474712662075,0.5359854809463481,1.0,2.224482297897339,1.569474712662075,0.5359854809463481,0.3300001019864436,47.981851802707574,0.023990925901353786,55.588,74.01,718.3234564065933
43.0,1.12,risk,1.6132232767846577,0.5771574938998503,1.0,2.4798355102539062,1.6132232767846577,0.5771574938998503,0.3300606623634963,48.24541012768647,0.024122705063843234,55.634,73.52,719.5592106580734
44.0,1.2,risk,1.6570415280359176,0.6184057818959131,1.0,2.318751811981201,1.6570415280359176,0.6184057818959131,0.3299529294071295,48.3703100015747,0.024185155000787353,55.486,73.44,719.5684198141098
45.0,1.28,risk,1.700063245985514,0.6588847675286901,1.0,2.407242774963379,1.700063245985514,0.6588847675286901,0.3301220478304207,48.650490872610895,0.02432524543630545,55.428,73.85,717.3922657966614
46.0,1.36,risk,1.7445588828352712,0.7007717285924555,1.0,2.4950571060180664,1.7445588828352712,0.7007717285924555,0.33001802644461314,49.01244550418329,0.024506222752091647,55.442,72.27,721.6038802862167
47.0,1.44,risk,1.7881122995215608,0.7417545137198075,1.0,2.5828745365142822,1.7881122995215608,0.7417545137198075,0.3301070119871203,49.27252812874779,0.024636264064373893,56.502,71.64,714.0711518526077
