L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,63.980000,63.950000,63.900000,64.110000,63.900000,63.690000,63.090000,61.930000,60.400000,57.950000,54.330000,48.780000,42.650000
