L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,95.590000,95.550000,95.450000,95.580000,95.450000,95.560000,95.330000,95.280000,95.060000,95.090000,94.660000,94.800000,94.710000,94.880000,94.900000,94.690000,94.670000,94.650000,94.510000,94.460000,94.620000
