L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,82.010000,81.850000,81.430000,80.980000,79.890000,79.340000,77.740000,76.120000,74.750000,73.190000,71.570000
