L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,93.650000,93.300000,93.040000,91.760000,89.760000,87.470000,84.740000,82.390000,78.310000,74.850000,71.970000
