L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,95.000000,95.030000,94.960000,94.920000,94.850000,94.810000,95.080000,95.030000,94.840000,94.950000,94.790000,94.870000,94.840000,94.760000,94.670000,94.540000,94.570000,94.590000,94.590000,94.300000,94.100000
