dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,clean_sigma,clean_acc_mean,clean_acc_std,end_sigma,end_acc_mean,end_acc_std,absolute_drop,relative_retention
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0,91.120000,0.000000,3,75.470000,0.000000,15.650000,0.828248
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0,90.500000,0.000000,3,86.530000,0.000000,3.970000,0.956133
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0,91.170000,0.000000,3,75.630000,0.000000,15.540000,0.829549
