L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,52.630000,50.320000,46.020000,40.750000,37.860000,35.630000,32.410000,30.860000,28.800000,27.830000,26.600000,25.280000,25.210000,24.180000,22.540000,21.770000,21.710000,21.380000,20.950000,19.860000,19.820000
