dataset,model,method,method_label,seed,L,T,site,sigma,noise_repeat,noise_seed,accuracy,checkpoint
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,post_input_if,0,0,20302801,81.940000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,post_input_if,0.25,0,20302901,69.830000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,post_input_if,0.25,1,20302902,70.010000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,post_input_if,0.25,2,20302903,69.860000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,post_input_if,0.5,0,20303001,61.820000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,post_input_if,0.5,1,20303002,61.610000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,post_input_if,0.5,2,20303003,61.760000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,post_input_if,1,0,20303101,44.710000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,post_input_if,1,1,20303102,44.310000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,post_input_if,1,2,20303103,45.230000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,both,0,0,20302801,81.940000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,both,0.25,0,20302901,61.570000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,both,0.25,1,20302902,62.100000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,both,0.25,2,20302903,61.810000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,both,0.5,0,20303001,35.460000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,both,0.5,1,20303002,35.220000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,both,0.5,2,20303003,34.930000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,both,1,0,20303101,20.780000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,both,1,1,20303102,20.780000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach_current,MNE-L2,42,16,16,both,1,2,20303103,20.900000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_current_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,post_input_if,0,0,20302801,81.190000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,post_input_if,0.25,0,20302901,80.960000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,post_input_if,0.25,1,20302902,81.210000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,post_input_if,0.25,2,20302903,80.860000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,post_input_if,0.5,0,20303001,72.430000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,post_input_if,0.5,1,20303002,71.790000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,post_input_if,0.5,2,20303003,72.410000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,post_input_if,1,0,20303101,49.140000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,post_input_if,1,1,20303102,48.720000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,post_input_if,1,2,20303103,49.560000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,both,0,0,20302801,81.190000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,both,0.25,0,20302901,76.890000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,both,0.25,1,20302902,77.400000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,both,0.25,2,20302903,77.050000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,both,0.5,0,20303001,42.450000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,both,0.5,1,20303002,42.670000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,both,0.5,2,20303003,42.980000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,both,1,0,20303101,22.790000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,both,1,1,20303102,22.820000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l1_all,L1 (all params),42,16,16,both,1,2,20303103,22.720000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l1_all_rc1em05_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,post_input_if,0,0,20302801,81.590000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,post_input_if,0.25,0,20302901,74.210000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,post_input_if,0.25,1,20302902,74.330000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,post_input_if,0.25,2,20302903,74.410000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,post_input_if,0.5,0,20303001,63.290000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,post_input_if,0.5,1,20303002,63.180000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,post_input_if,0.5,2,20303003,63.060000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,post_input_if,1,0,20303101,37.490000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,post_input_if,1,1,20303102,37.710000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,post_input_if,1,2,20303103,37.240000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,both,0,0,20302801,81.590000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,elastic_net_all,Elastic Net (all params),42,16,16,both,0.25,0,20302901,56.090000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_elastic_net_all_rc0p00025_seed42_ep30_L16_trainT0.pth
