site,method,method_label,clean_acc,end_sigma,end_acc,absolute_drop,end_retention,curve_acc_auc,curve_retention_auc
post_input_if,manual_l2_all,Manual L2 (all params),78.540000,1,41.486667,37.053333,0.528223,56.738333,0.722413
post_input_if,wd_weight_only,WD (weights only),80.020000,1,45.983333,34.036667,0.574648,63.065417,0.788121
