L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,68.780000,56.000000,43.030000,32.480000,24.490000,19.720000,16.480000,14.520000,13.440000,12.750000,12.150000,12.020000,11.710000,11.470000,11.360000,11.310000,10.970000
