L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,82.750000,82.530000,82.900000,82.800000,82.580000,82.580000,82.740000,82.530000,82.380000,82.380000,82.620000,82.510000,82.730000,82.510000,82.530000,82.560000,82.840000,82.480000,82.760000,83.010000,82.770000
