L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,59.450000,59.500000,59.280000,59.260000,59.300000,59.320000,58.880000,58.690000,57.980000,57.730000,57.310000,55.870000,55.090000
