L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,30.590000,22.980000,18.400000,14.520000,11.710000,9.170000,8.030000,6.990000,6.040000,5.250000,4.560000,3.940000,3.720000,3.110000,2.940000,2.650000,2.450000
