L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,52.370000,52.170000,52.560000,52.420000,52.360000,52.250000,51.730000,51.430000,50.290000,49.610000,47.930000,46.220000,44.040000
