arch,c1,c2,size_label,regularizer,seed,L,T,if_mode,sigma,acc,checkpoint,matrix_csv
cnn2_c8_c16,8,16,c8c16,mne_l2,40,16,16,rate_uniform,0.55,94.12,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,40,16,16,rate_uniform,0.6,93.93,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,40,16,16,rate_uniform,0.65,94.06,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,40,16,16,rate_uniform,0.7,94.38,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,40,16,16,rate_uniform,0.75,93.78,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,40,16,16,rate_uniform,0.8,94.21,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,40,16,16,rate_uniform,0.85,94.14,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,40,16,16,rate_uniform,0.9,94.07,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,40,16,16,rate_uniform,0.95,94.25,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,40,16,16,rate_uniform,1.0,94.04,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.0,95.16,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.05,95.06,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.1,95.14,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.15,94.84,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.2,94.95,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.25,95.01,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.3,95.01,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.35,94.95,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.4,94.74,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.45,94.64,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.5,94.34,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.55,94.6,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.6,94.09,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.65,94.19,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.7,94.19,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.75,93.9,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.8,94.06,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.85,94.09,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.9,93.82,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,0.95,93.9,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,41,16,16,rate_uniform,1.0,93.5,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.0,93.32,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.05,93.34,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.1,93.39,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.15,93.47,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.2,93.37,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.25,93.22,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.3,93.17,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.35,92.56,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.4,92.21,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.45,91.85,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.5,91.8,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.55,91.07,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.6,91.05,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.65,90.64,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.7,90.77,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.75,90.64,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.8,90.74,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c8_c16,8,16,c8c16,mne_l2,42,16,16,rate_uniform,0.85,90.55,mnist-checkpoints/cnn2_c8_c16_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c8_c16_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c8_c16/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
