L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,97.990000,97.960000,97.900000,97.820000,97.780000,97.840000,97.810000,97.770000,97.550000,97.620000,97.700000
