dataset,method,label,seed,sigma,acc,checkpoint,matrix_csv
cifar10,weight_decay,L2-all-WD,42,0.05,90.400000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.10,90.400000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.15,90.320000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.20,90.130000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.25,89.850000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.30,89.450000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.35,89.180000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.40,88.620000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.45,88.000000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.50,87.250000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.55,86.470000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.60,85.470000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.65,84.020000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.70,83.340000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.75,82.090000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.80,80.470000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.85,79.000000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.90,77.680000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,0.95,76.080000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,weight_decay,L2-all-WD,42,1.00,74.400000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_pcmnecmp_seed42_wd_l16_vgg16.pth,../important_results/cifar10_vgg16_pc_margin_mne_pre_first_conv_seed42/L2-all-WD/seed_42/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
