L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,90.660000,90.580000,90.630000,90.470000,90.370000,90.370000,90.160000,90.250000,90.230000,90.090000,90.140000
