L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,86.340000,86.140000,86.100000,85.800000,85.820000,85.860000,85.620000,85.680000,85.540000,85.530000,84.960000,84.990000,85.270000,85.120000,84.920000,84.690000,84.160000,84.580000,84.050000,83.580000,83.790000
