epoch,alpha,q_assignment,q_mean,q_mean_pre_norm,q_tilde_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,mean_normalize_q,ga_mode,ga_kappa_res_mean,ga_kappa_sc_mean,ga_frac_phi_neg_res,ga_cov_mean,risk_source,gm_p_mean,gm_d_mean,gm_m_mean,gm_r_mean,mne_grad_match_scale,mne_ref_grad_norm,reg_grad_norm,reg_coeff_grad_norm,ce_grad_norm,reg_ce_ratio,ann_train_acc,ann_test_acc,train_loss
0.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.3179666320936962,0.00013179666320936963,0.6809479023091389,0.00019354882034651772,19.816,30.15,877.1349180936813
1.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.3791259781865943,0.00013791259781865945,0.6403631715240908,0.00021536622334232894,29.178,42.52,746.3752490282059
2.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.5570371782613004,0.00015570371782613004,0.6653095444125621,0.0002340319917755115,35.646,48.95,683.0146222114563
3.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.864687128138601,0.00018646871281386012,0.9651301188711279,0.00019320577522952525,41.532,53.52,629.5664658546448
4.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,2.20137304058055,0.000220137304058055,1.148199885228783,0.00019172385129980382,46.612,59.6,579.420619726181
5.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,2.6165094297218205,0.00026165094297218205,0.9592474703158125,0.00027276688348840664,50.692,62.6,538.1407786607742
6.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,3.2392991466648,0.00032392991466648,0.8181678975925912,0.000395921076370295,54.31,65.64,501.7895714044571
7.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,4.040565213936416,0.0004040565213936416,1.2201356618659918,0.00033115704591053856,57.052,70.11,468.5315870642662
8.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,4.590993722681685,0.0004590993722681685,0.9568761040472082,0.00047978977667679167,59.558,67.67,444.2241132259369
9.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,5.323471105921622,0.0005323471105921622,0.9187964758803577,0.0005793961171673916,62.018,74.26,418.8742426633835
10.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,6.287083234781528,0.0006287083234781529,0.8389686421005353,0.0007493823868125138,64.32,75.04,393.8055953979492
11.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,6.972257537538298,0.0006972257537538299,1.0873126666498414,0.000641237589829683,66.08,77.67,376.2676326036453
12.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,7.563507740967421,0.0007563507740967421,0.9852367759774635,0.0007676842689376457,67.826,75.69,357.0435028076172
13.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.224989997476802,0.0008224989997476803,1.0055009499051843,0.000817999226977597,69.164,79.43,342.246269762516
14.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.591240450123232,0.0008591240450123233,0.879805345665819,0.0009764933223520658,70.712,80.39,327.37273067235947
15.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.49512341991395,0.000849512341991395,0.9241198567030303,0.0009192664088208087,72.058,83.34,312.3943570256233
16.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.709268995434025,0.0008709268995434025,0.7658990966055321,0.0011371300781047452,72.64,83.25,303.59395760297775
17.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.612604069776596,0.0008612604069776597,1.1570429395689479,0.0007443633918189062,73.826,84.22,292.11579644680023
18.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.077958823891752,0.0008077958823891752,0.819819785129265,0.0009853334806524657,74.646,83.98,282.7238300740719
19.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,7.824512836721576,0.0007824512836721577,0.7987819358751242,0.0009795555564422282,75.236,84.82,276.7732139825821
20.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.806985456380527,0.0008806985456380527,0.9533222914135114,0.0009238203633445118,76.2,84.35,267.54362839460373
21.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.935734096777932,0.0008935734096777931,0.9945803988514491,0.0008984426102803758,76.446,84.89,261.1929875910282
22.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.688296219804851,0.0008688296219804851,1.043456625589313,0.0008326456516482381,76.99,85.73,256.94723215699196
23.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.55372872118294,0.0008553728721182941,0.6775979508409832,0.0012623604765284048,78.17,87.07,245.84767466783524
