L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,88.060000,86.590000,82.000000,70.550000,53.410000,36.920000,27.380000,21.210000,18.140000,15.200000,13.600000,12.960000,12.180000
