family,arch,size_label,hidden_size,c1,c2,regularizer,L,T,seed,if_mode,acc,checkpoint
fc3,fc3_h16,h16,16,,,weight_decay,8,0,43,normal,95.470000,mnist-checkpoints/fc3_h16_L[8]_strict_seed43_ablation_wd_l8_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,8,0,44,normal,93.590000,mnist-checkpoints/fc3_h16_L[8]_strict_seed44_ablation_wd_l8_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,16,0,40,normal,93.890000,mnist-checkpoints/fc3_h16_L[16]_strict_seed40_ablation_wd_l16_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,16,0,41,normal,94.070000,mnist-checkpoints/fc3_h16_L[16]_strict_seed41_ablation_wd_l16_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,16,0,42,normal,94.670000,mnist-checkpoints/fc3_h16_L[16]_strict_seed42_ablation_wd_l16_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,16,0,43,normal,95.420000,mnist-checkpoints/fc3_h16_L[16]_strict_seed43_ablation_wd_l16_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,16,0,44,normal,91.780000,mnist-checkpoints/fc3_h16_L[16]_strict_seed44_ablation_wd_l16_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,32,0,40,normal,93.160000,mnist-checkpoints/fc3_h16_L[32]_strict_seed40_ablation_wd_l32_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,32,0,41,normal,94.780000,mnist-checkpoints/fc3_h16_L[32]_strict_seed41_ablation_wd_l32_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,32,0,42,normal,94.980000,mnist-checkpoints/fc3_h16_L[32]_strict_seed42_ablation_wd_l32_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,32,0,43,normal,95.660000,mnist-checkpoints/fc3_h16_L[32]_strict_seed43_ablation_wd_l32_fc3_h16.pth
fc3,fc3_h16,h16,16,,,weight_decay,32,0,44,normal,93.370000,mnist-checkpoints/fc3_h16_L[32]_strict_seed44_ablation_wd_l32_fc3_h16.pth
fc3,fc3_h32,h32,32,,,weight_decay,2,0,40,normal,96.400000,mnist-checkpoints/fc3_h32_L[2]_strict_seed40_ablation_wd_l2_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,2,0,41,normal,96.520000,mnist-checkpoints/fc3_h32_L[2]_strict_seed41_ablation_wd_l2_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,2,0,42,normal,96.470000,mnist-checkpoints/fc3_h32_L[2]_strict_seed42_ablation_wd_l2_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,2,0,43,normal,96.170000,mnist-checkpoints/fc3_h32_L[2]_strict_seed43_ablation_wd_l2_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,2,0,44,normal,96.840000,mnist-checkpoints/fc3_h32_L[2]_strict_seed44_ablation_wd_l2_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,4,0,40,normal,96.800000,mnist-checkpoints/fc3_h32_L[4]_strict_seed40_ablation_wd_l4_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,4,0,41,normal,97.200000,mnist-checkpoints/fc3_h32_L[4]_strict_seed41_ablation_wd_l4_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,4,0,42,normal,97.240000,mnist-checkpoints/fc3_h32_L[4]_strict_seed42_ablation_wd_l4_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,4,0,43,normal,96.760000,mnist-checkpoints/fc3_h32_L[4]_strict_seed43_ablation_wd_l4_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,4,0,44,normal,97.140000,mnist-checkpoints/fc3_h32_L[4]_strict_seed44_ablation_wd_l4_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,8,0,40,normal,97.360000,mnist-checkpoints/fc3_h32_L[8]_strict_seed40_ablation_wd_l8_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,8,0,41,normal,97.210000,mnist-checkpoints/fc3_h32_L[8]_strict_seed41_ablation_wd_l8_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,8,0,42,normal,97.270000,mnist-checkpoints/fc3_h32_L[8]_strict_seed42_ablation_wd_l8_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,8,0,43,normal,97.010000,mnist-checkpoints/fc3_h32_L[8]_strict_seed43_ablation_wd_l8_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,8,0,44,normal,97.630000,mnist-checkpoints/fc3_h32_L[8]_strict_seed44_ablation_wd_l8_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,16,0,40,normal,97.240000,mnist-checkpoints/fc3_h32_L[16]_strict_seed40_ablation_wd_l16_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,16,0,41,normal,96.850000,mnist-checkpoints/fc3_h32_L[16]_strict_seed41_ablation_wd_l16_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,16,0,42,normal,97.600000,mnist-checkpoints/fc3_h32_L[16]_strict_seed42_ablation_wd_l16_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,16,0,43,normal,96.950000,mnist-checkpoints/fc3_h32_L[16]_strict_seed43_ablation_wd_l16_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,16,0,44,normal,97.200000,mnist-checkpoints/fc3_h32_L[16]_strict_seed44_ablation_wd_l16_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,32,0,40,normal,97.040000,mnist-checkpoints/fc3_h32_L[32]_strict_seed40_ablation_wd_l32_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,32,0,41,normal,97.060000,mnist-checkpoints/fc3_h32_L[32]_strict_seed41_ablation_wd_l32_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,32,0,42,normal,97.390000,mnist-checkpoints/fc3_h32_L[32]_strict_seed42_ablation_wd_l32_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,32,0,43,normal,97.180000,mnist-checkpoints/fc3_h32_L[32]_strict_seed43_ablation_wd_l32_fc3_h32.pth
fc3,fc3_h32,h32,32,,,weight_decay,32,0,44,normal,97.400000,mnist-checkpoints/fc3_h32_L[32]_strict_seed44_ablation_wd_l32_fc3_h32.pth
fc3,fc3_h4,h4,4,,,weight_decay,2,0,40,normal,84.680000,mnist-checkpoints/fc3_h4_L[2]_strict_seed40_ablation_wd_l2_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,2,0,41,normal,11.350000,mnist-checkpoints/fc3_h4_L[2]_strict_seed41_ablation_wd_l2_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,2,0,42,normal,76.380000,mnist-checkpoints/fc3_h4_L[2]_strict_seed42_ablation_wd_l2_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,2,0,43,normal,65.960000,mnist-checkpoints/fc3_h4_L[2]_strict_seed43_ablation_wd_l2_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,2,0,44,normal,38.060000,mnist-checkpoints/fc3_h4_L[2]_strict_seed44_ablation_wd_l2_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,4,0,40,normal,80.940000,mnist-checkpoints/fc3_h4_L[4]_strict_seed40_ablation_wd_l4_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,4,0,41,normal,63.830000,mnist-checkpoints/fc3_h4_L[4]_strict_seed41_ablation_wd_l4_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,4,0,42,normal,80.650000,mnist-checkpoints/fc3_h4_L[4]_strict_seed42_ablation_wd_l4_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,4,0,43,normal,79.900000,mnist-checkpoints/fc3_h4_L[4]_strict_seed43_ablation_wd_l4_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,4,0,44,normal,54.260000,mnist-checkpoints/fc3_h4_L[4]_strict_seed44_ablation_wd_l4_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,8,0,40,normal,81.770000,mnist-checkpoints/fc3_h4_L[8]_strict_seed40_ablation_wd_l8_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,8,0,41,normal,11.350000,mnist-checkpoints/fc3_h4_L[8]_strict_seed41_ablation_wd_l8_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,8,0,42,normal,83.720000,mnist-checkpoints/fc3_h4_L[8]_strict_seed42_ablation_wd_l8_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,8,0,43,normal,81.920000,mnist-checkpoints/fc3_h4_L[8]_strict_seed43_ablation_wd_l8_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,8,0,44,normal,42.070000,mnist-checkpoints/fc3_h4_L[8]_strict_seed44_ablation_wd_l8_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,16,0,40,normal,81.420000,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_wd_l16_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,16,0,41,normal,52.630000,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_wd_l16_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,16,0,42,normal,49.530000,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_wd_l16_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,16,0,43,normal,82.770000,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_wd_l16_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,16,0,44,normal,69.470000,mnist-checkpoints/fc3_h4_L[16]_strict_seed44_ablation_wd_l16_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,32,0,40,normal,82.820000,mnist-checkpoints/fc3_h4_L[32]_strict_seed40_ablation_wd_l32_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,32,0,41,normal,72.910000,mnist-checkpoints/fc3_h4_L[32]_strict_seed41_ablation_wd_l32_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,32,0,42,normal,82.080000,mnist-checkpoints/fc3_h4_L[32]_strict_seed42_ablation_wd_l32_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,32,0,43,normal,82.660000,mnist-checkpoints/fc3_h4_L[32]_strict_seed43_ablation_wd_l32_fc3_h4.pth
fc3,fc3_h4,h4,4,,,weight_decay,32,0,44,normal,71.200000,mnist-checkpoints/fc3_h4_L[32]_strict_seed44_ablation_wd_l32_fc3_h4.pth
fc3,fc3_h64,h64,64,,,weight_decay,2,0,40,normal,97.460000,mnist-checkpoints/fc3_h64_L[2]_strict_seed40_ablation_wd_l2_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,2,0,41,normal,97.230000,mnist-checkpoints/fc3_h64_L[2]_strict_seed41_ablation_wd_l2_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,2,0,42,normal,97.160000,mnist-checkpoints/fc3_h64_L[2]_strict_seed42_ablation_wd_l2_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,2,0,43,normal,97.300000,mnist-checkpoints/fc3_h64_L[2]_strict_seed43_ablation_wd_l2_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,2,0,44,normal,97.160000,mnist-checkpoints/fc3_h64_L[2]_strict_seed44_ablation_wd_l2_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,4,0,40,normal,97.790000,mnist-checkpoints/fc3_h64_L[4]_strict_seed40_ablation_wd_l4_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,4,0,41,normal,97.630000,mnist-checkpoints/fc3_h64_L[4]_strict_seed41_ablation_wd_l4_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,4,0,42,normal,97.860000,mnist-checkpoints/fc3_h64_L[4]_strict_seed42_ablation_wd_l4_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,4,0,43,normal,97.770000,mnist-checkpoints/fc3_h64_L[4]_strict_seed43_ablation_wd_l4_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,4,0,44,normal,97.710000,mnist-checkpoints/fc3_h64_L[4]_strict_seed44_ablation_wd_l4_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,8,0,40,normal,97.660000,mnist-checkpoints/fc3_h64_L[8]_strict_seed40_ablation_wd_l8_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,8,0,41,normal,97.900000,mnist-checkpoints/fc3_h64_L[8]_strict_seed41_ablation_wd_l8_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,8,0,42,normal,97.710000,mnist-checkpoints/fc3_h64_L[8]_strict_seed42_ablation_wd_l8_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,8,0,43,normal,97.630000,mnist-checkpoints/fc3_h64_L[8]_strict_seed43_ablation_wd_l8_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,8,0,44,normal,97.420000,mnist-checkpoints/fc3_h64_L[8]_strict_seed44_ablation_wd_l8_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,16,0,40,normal,97.530000,mnist-checkpoints/fc3_h64_L[16]_strict_seed40_ablation_wd_l16_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,16,0,41,normal,97.780000,mnist-checkpoints/fc3_h64_L[16]_strict_seed41_ablation_wd_l16_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,16,0,42,normal,97.800000,mnist-checkpoints/fc3_h64_L[16]_strict_seed42_ablation_wd_l16_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,16,0,43,normal,97.720000,mnist-checkpoints/fc3_h64_L[16]_strict_seed43_ablation_wd_l16_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,16,0,44,normal,97.800000,mnist-checkpoints/fc3_h64_L[16]_strict_seed44_ablation_wd_l16_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,32,0,40,normal,97.590000,mnist-checkpoints/fc3_h64_L[32]_strict_seed40_ablation_wd_l32_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,32,0,41,normal,97.900000,mnist-checkpoints/fc3_h64_L[32]_strict_seed41_ablation_wd_l32_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,32,0,42,normal,97.770000,mnist-checkpoints/fc3_h64_L[32]_strict_seed42_ablation_wd_l32_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,32,0,43,normal,97.690000,mnist-checkpoints/fc3_h64_L[32]_strict_seed43_ablation_wd_l32_fc3_h64.pth
fc3,fc3_h64,h64,64,,,weight_decay,32,0,44,normal,97.780000,mnist-checkpoints/fc3_h64_L[32]_strict_seed44_ablation_wd_l32_fc3_h64.pth
fc3,fc3_h8,h8,8,,,weight_decay,2,0,40,normal,91.840000,mnist-checkpoints/fc3_h8_L[2]_strict_seed40_ablation_wd_l2_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,2,0,41,normal,88.910000,mnist-checkpoints/fc3_h8_L[2]_strict_seed41_ablation_wd_l2_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,2,0,42,normal,83.860000,mnist-checkpoints/fc3_h8_L[2]_strict_seed42_ablation_wd_l2_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,2,0,43,normal,91.330000,mnist-checkpoints/fc3_h8_L[2]_strict_seed43_ablation_wd_l2_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,2,0,44,normal,75.940000,mnist-checkpoints/fc3_h8_L[2]_strict_seed44_ablation_wd_l2_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,4,0,40,normal,92.510000,mnist-checkpoints/fc3_h8_L[4]_strict_seed40_ablation_wd_l4_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,4,0,41,normal,87.000000,mnist-checkpoints/fc3_h8_L[4]_strict_seed41_ablation_wd_l4_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,4,0,42,normal,90.560000,mnist-checkpoints/fc3_h8_L[4]_strict_seed42_ablation_wd_l4_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,4,0,43,normal,90.490000,mnist-checkpoints/fc3_h8_L[4]_strict_seed43_ablation_wd_l4_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,4,0,44,normal,80.830000,mnist-checkpoints/fc3_h8_L[4]_strict_seed44_ablation_wd_l4_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,8,0,40,normal,91.240000,mnist-checkpoints/fc3_h8_L[8]_strict_seed40_ablation_wd_l8_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,8,0,41,normal,75.640000,mnist-checkpoints/fc3_h8_L[8]_strict_seed41_ablation_wd_l8_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,8,0,42,normal,91.090000,mnist-checkpoints/fc3_h8_L[8]_strict_seed42_ablation_wd_l8_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,8,0,43,normal,82.860000,mnist-checkpoints/fc3_h8_L[8]_strict_seed43_ablation_wd_l8_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,8,0,44,normal,88.030000,mnist-checkpoints/fc3_h8_L[8]_strict_seed44_ablation_wd_l8_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,16,0,40,normal,92.490000,mnist-checkpoints/fc3_h8_L[16]_strict_seed40_ablation_wd_l16_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,16,0,41,normal,45.130000,mnist-checkpoints/fc3_h8_L[16]_strict_seed41_ablation_wd_l16_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,16,0,42,normal,83.270000,mnist-checkpoints/fc3_h8_L[16]_strict_seed42_ablation_wd_l16_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,16,0,43,normal,83.180000,mnist-checkpoints/fc3_h8_L[16]_strict_seed43_ablation_wd_l16_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,16,0,44,normal,83.050000,mnist-checkpoints/fc3_h8_L[16]_strict_seed44_ablation_wd_l16_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,32,0,40,normal,92.900000,mnist-checkpoints/fc3_h8_L[32]_strict_seed40_ablation_wd_l32_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,32,0,41,normal,71.690000,mnist-checkpoints/fc3_h8_L[32]_strict_seed41_ablation_wd_l32_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,32,0,42,normal,84.500000,mnist-checkpoints/fc3_h8_L[32]_strict_seed42_ablation_wd_l32_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,32,0,43,normal,83.590000,mnist-checkpoints/fc3_h8_L[32]_strict_seed43_ablation_wd_l32_fc3_h8.pth
fc3,fc3_h8,h8,8,,,weight_decay,32,0,44,normal,88.630000,mnist-checkpoints/fc3_h8_L[32]_strict_seed44_ablation_wd_l32_fc3_h8.pth
