epoch,alpha,q_assignment,q_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,reg_grad_norm,reg_coeff_grad_norm,ann_train_acc,ann_test_acc,train_loss
37.0,0.64,risk,1.3498923187060734,0.32926241912500326,1.0,2.3223447799682617,1.3498923187060734,0.32926241912500326,0.33232178620975034,56.33749508956099,0.028168747544780496,14.854,22.1,1667.5982918739319
38.0,0.72,risk,1.3935806580516688,0.37037157593175885,1.0,2.258556365966797,1.3935806580516688,0.37037157593175885,0.33139401727625173,56.93305531477813,0.028466527657389065,15.154,20.89,1664.797464132309
39.0,0.8,risk,1.4376394757834237,0.4118571993335129,1.0,2.347318172454834,1.4376394757834237,0.4118571993335129,0.33098183606591675,57.69797137312308,0.02884898568656154,15.484,23.58,1666.2876014709473
40.0,0.88,risk,1.4809021843058983,0.45163386557108304,1.0,6.341409683227539,1.4809021843058983,0.45163386557108304,0.3413257198717893,58.572958290247676,0.029286479145123837,15.636,23.05,1667.3659789562225
41.0,0.96,risk,1.524335353575704,0.4951412141932856,1.0,6.8370842933654785,1.524335353575704,0.4951412141932856,0.3407232050243241,59.078892478608836,0.029539446239304417,15.244,23.62,1672.8809785842896
42.0,1.04,risk,1.5687720714627629,0.5378019085625554,1.0,7.3242106437683105,1.5687720714627629,0.5378019085625554,0.3314634350407154,59.69630356020749,0.029848151780103745,15.764,23.39,1671.002537727356
43.0,1.12,risk,1.6117262605511014,0.5782434629357379,1.0,7.848417282104492,1.6117262605511014,0.5782434629357379,0.3367663847515955,60.571354237482566,0.030285677118741285,15.57,23.95,1678.992917060852
44.0,1.2,risk,1.655232166390285,0.6196657432924451,1.0,8.341484069824219,1.655232166390285,0.6196657432924451,0.3320140404926846,60.956428913537195,0.0304782144567686,16.112,22.21,1672.546622991562
45.0,1.28,risk,1.6986513025010639,0.6608728851808612,1.0,8.846624374389648,1.6986513025010639,0.6608728851808612,0.3322410389133122,61.99598022473617,0.030997990112368087,16.176,21.69,1676.8185801506042
46.0,1.36,risk,1.742738274662086,0.7026550393275288,1.0,9.330720901489258,1.742738274662086,0.7026550393275288,0.3324785416236009,62.36116544083473,0.031180582720417366,16.396,24.83,1676.2088041305542
47.0,1.44,risk,1.7869733416515847,0.7443832870944381,1.0,9.809236526489258,1.7869733416515847,0.7443832870944381,0.3320179520665532,62.88176325376336,0.03144088162688168,16.224,24.1,1680.6946947574615
48.0,1.52,risk,1.8305120315698102,0.785636253674012,1.0,10.307229042053223,1.8305120315698102,0.785636253674012,0.3322723488825971,64.0765762569825,0.03203828812849125,16.472,24.08,1681.785798072815
49.0,1.6,risk,1.8745250348239908,0.8277126219876282,1.0,10.80575942993164,1.8745250348239908,0.8277126219876282,0.332199222977509,66.22432438645104,0.033112162193225526,16.728,25.93,1682.2351608276367
50.0,1.68,risk,1.917970716800836,0.8688726826092167,1.0,11.279674530029297,1.917970716800836,0.8688726826092167,0.33230860169281434,67.77448351138041,0.0338872417556902,16.638,26.31,1681.054796218872
51.0,1.76,risk,1.9616658474173387,0.9094203530675005,1.0,11.742524147033691,1.9616658474173387,0.9094203530675005,0.3321131192662222,65.71107955480053,0.032855539777400265,16.886,26.83,1682.964949131012
52.0,1.84,risk,2.0052587376226243,0.9506426842316337,1.0,12.229695320129395,2.0052587376226243,0.9506426842316337,0.3321938655717903,66.49367860276959,0.0332468393013848,17.17,25.33,1683.5308091640472
53.0,1.92,risk,2.0494668038604815,0.9927354246149283,1.0,12.711478233337402,2.0494668038604815,0.9927354246149283,0.33242477869133813,68.10425821622769,0.034052129108113845,17.502,26.65,1679.6033647060394
54.0,2.0,risk,2.091998499677614,1.0316004536645798,1.0,13.335638999938965,2.091998499677614,1.0316004536645798,0.3442109891063417,68.92751684730382,0.03446375842365191,17.026,27.93,1690.8694524765015
55.0,2.08,risk,2.135929103397652,1.0744406033659835,1.0,13.72170352935791,2.135929103397652,1.0744406033659835,0.3322097264287417,68.61427092627052,0.03430713546313526,17.4,27.0,1683.894632101059
56.0,2.16,risk,2.1799371266913843,1.1158452165096313,1.0,14.170949935913086,2.1799371266913843,1.1158452165096313,0.3320684195174586,68.72347738356206,0.03436173869178103,17.366,28.12,1685.4430418014526
57.0,2.24,risk,2.2235654863859993,1.1570326306326004,1.0,14.704497337341309,2.2235654863859993,1.1570326306326004,0.33206780212919423,69.3189310679755,0.03465946553398775,17.494,27.42,1686.494722366333
58.0,2.32,risk,2.2669526548946606,1.19827439778906,1.0,15.217281341552734,2.2669526548946606,1.19827439778906,0.3326324149775688,70.41477592984648,0.035207387964923245,17.56,26.21,1688.1383974552155
59.0,2.4,risk,2.3106741618622295,1.2396524885426397,1.0,15.640673637390137,2.3106741618622295,1.2396524885426397,0.33250161365170006,70.6442427895341,0.03532212139476705,17.764,28.51,1689.1188237667084
60.0,2.48,risk,2.354071099434972,1.280493080768439,1.0,16.162992477416992,2.354071099434972,1.280493080768439,0.3322964483667213,72.21116439220751,0.036105582196103755,17.858,24.82,1688.5732939243317
61.0,2.56,risk,2.3955891022596822,1.3197275366624603,1.0,16.70016098022461,2.3955891022596822,1.3197275366624603,0.34457744288322567,76.10296998613424,0.03805148499306712,17.55,26.55,1698.3003225326538
62.0,2.64,risk,2.440062543010468,1.3664774434340885,1.0,17.1533145904541,2.440062543010468,1.3664774434340885,0.33288001412016044,72.7618309966688,0.0363809154983344,17.984,27.71,1688.0407147407532
63.0,2.72,risk,2.485189438475977,1.405501061693177,1.0,17.63197898864746,2.485189438475977,1.405501061693177,0.3324925488675647,73.21724059518725,0.036608620297593625,17.812,24.3,1689.920128107071
64.0,2.8,risk,2.5279674682470845,1.4460546208159697,1.0,18.14487648010254,2.5279674682470845,1.4460546208159697,0.3325172681790179,74.60711455590813,0.037303557277954064,17.86,27.12,1696.1491000652313
65.0,2.88,risk,2.5704768789393824,1.4859036746842171,1.0,18.654136657714844,2.5704768789393824,1.4859036746842171,0.3327442672094116,74.32802492126567,0.037164012460632834,18.112,24.79,1694.3531460762024
66.0,2.96,risk,2.6158962292439494,1.5281586842158872,1.0,19.12172508239746,2.6158962292439494,1.5281586842158872,0.3327741347767813,75.92031698596891,0.03796015849298445,18.192,26.62,1692.8676826953888
67.0,3.04,risk,2.6572260807847123,1.5646172374715586,1.0,19.6888427734375,2.6572260807847123,1.5646172374715586,0.34715393947823275,76.09637825126097,0.03804818912563049,18.186,28.66,1696.7947974205017
68.0,3.12,risk,2.700877650009702,1.6053082729544481,1.0,20.188236236572266,2.700877650009702,1.6053082729544481,0.347943283865214,79.6470044450991,0.03982350222254955,18.728,28.14,1694.7842998504639
69.0,3.2,risk,2.7461725549624703,1.6531197954626644,1.0,20.58316421508789,2.7461725549624703,1.6531197954626644,0.3325743263639757,77.43965363913705,0.03871982681956852,18.694,27.17,1694.2007405757904
70.0,3.28,risk,2.7884033147026512,1.6920574568116757,1.0,21.07018280029297,2.7884033147026512,1.6920574568116757,0.3329790938083473,76.65549050291939,0.0383277452514597,18.36,26.81,1701.3540539741516
71.0,3.36,risk,2.830738288362313,1.7348359548832144,1.0,21.588266372680664,2.830738288362313,1.7348359548832144,0.3394988136523215,76.95724514073304,0.03847862257036652,18.654,28.41,1697.6235208511353
72.0,3.44,risk,2.874316438689561,1.773685870268156,1.0,22.104494094848633,2.874316438689561,1.773685870268156,0.34054770410213325,77.79639520016424,0.03889819760008212,19.006,25.09,1694.041850566864
73.0,3.52,risk,2.914972245540765,1.8138036526682433,1.0,22.618057250976562,2.914972245540765,1.8138036526682433,0.36117161593168895,81.27008076110485,0.04063504038055243,18.612,26.96,1701.8249399662018
74.0,3.6,risk,2.9579470566166637,1.853451634916808,1.0,23.088571548461914,2.9579470566166637,1.853451634916808,0.3627470109011511,80.12037633448493,0.040060188167242466,18.786,28.59,1700.7612128257751
75.0,3.68,risk,3.0050257679141694,1.9016083521611244,1.0,23.568227767944336,3.0050257679141694,1.9016083521611244,0.3389572729082668,80.30914024123668,0.04015457012061834,19.096,25.95,1696.0568795204163
76.0,3.76,risk,3.05099836639736,1.9422716164527951,1.0,24.0211124420166,3.05099836639736,1.9422716164527951,0.33282295471567025,80.96530227652764,0.04048265113826382,19.246,27.34,1696.3355078697205
77.0,3.84,risk,3.092488526078441,1.9839775257403283,1.0,24.53419303894043,3.092488526078441,1.9839775257403283,0.3330559286924884,82.84965162002536,0.04142482581001268,19.072,30.51,1699.9875962734222
78.0,3.92,risk,3.135552039231791,2.020605081792378,1.0,25.074586868286133,3.135552039231791,2.020605081792378,0.3424537104871267,83.32211154402991,0.041661055772014954,19.192,29.29,1696.0363767147064
79.0,4.0,risk,3.17792151834044,2.0634268135061045,1.0,25.515926361083984,3.17792151834044,2.0634268135061045,0.3425381658479686,86.25761724919313,0.04312880862459657,19.354,30.58,1697.9326543807983
80.0,4.0,risk,3.1781550081794525,2.0616146454115962,1.0,25.519010543823242,3.1781550081794525,2.0616146454115962,0.3399614621611202,82.00245090636547,0.04100122545318274,19.286,28.17,1696.5619850158691
81.0,4.0,risk,3.1791506764833883,2.062034428272101,1.0,25.53624725341797,3.1791506764833883,2.062034428272101,0.33968688170318406,86.63803737893664,0.043319018689468324,19.558,26.85,1697.9471974372864
82.0,4.0,risk,3.179904615177828,2.065302979305882,1.0,25.496767044067383,3.179904615177828,2.065302979305882,0.33309918481980444,81.86887892344465,0.04093443946172233,19.7,30.92,1698.0513834953308
83.0,4.0,risk,3.178536631567094,2.065963655481558,1.0,25.544281005859375,3.178536631567094,2.065963655481558,0.33667739814199754,82.58017598675494,0.04129008799337747,19.714,29.47,1694.7445187568665
84.0,4.0,risk,3.1808194272658405,2.065225809736325,1.0,25.496599197387695,3.1808194272658405,2.065225809736325,0.3330101986675311,82.08656524130629,0.04104328262065315,19.994,28.87,1694.8121225833893
85.0,4.0,risk,3.1785354400839645,2.0623217293673464,1.0,25.53398895263672,3.1785354400839645,2.0623217293673464,0.33726137518272986,82.59578106245141,0.041297890531225706,19.602,28.32,1695.798510313034
86.0,4.0,risk,3.1772133932089255,2.061707051818633,1.0,25.599777221679688,3.1772133932089255,2.061707051818633,0.3451558573319174,81.87833338350954,0.04093916669175477,19.754,29.85,1692.75084066391
87.0,4.0,risk,3.1800839760724235,2.0635987754977876,1.0,25.49346351623535,3.1800839760724235,2.0635987754977876,0.3331931158709709,82.40996489037246,0.041204982445186236,19.524,30.45,1692.5725791454315
88.0,4.0,risk,3.1779360454100782,2.0639632885413404,1.0,25.553327560424805,3.1779360454100782,2.0639632885413404,0.3400673408185125,84.34376420158388,0.04217188210079194,19.658,29.01,1691.1465241909027
89.0,4.0,risk,3.1777247327672855,2.0617851555499884,1.0,25.571331024169922,3.1777247327672855,2.0617851555499884,0.3407316516579874,84.75688818561986,0.04237844409280993,20.122,28.49,1687.750964164734
90.0,4.0,risk,3.17581130781442,2.063180607298146,1.0,25.55964469909668,3.17581130781442,2.063180607298146,0.346085892766333,82.42489039396727,0.04121244519698364,19.916,30.21,1688.8288805484772
91.0,4.0,risk,3.1763359664956017,2.0742139029685798,1.0,25.52125358581543,3.1763359664956017,2.0742139029685798,0.33332824341171535,81.91375234651584,0.04095687617325792,20.106,28.82,1689.1902887821198
92.0,4.0,risk,3.1738617950693118,2.064343912217318,1.0,25.60683822631836,3.1738617950693118,2.064343912217318,0.3577293544016836,82.83369366921148,0.041416846834605746,20.362,29.82,1685.3747415542603
93.0,4.0,risk,3.1736599514856363,2.060713438121864,1.0,25.529541015625,3.1736599514856363,2.060713438121864,0.354454972402519,82.59078649717044,0.04129539324858522,20.144,30.09,1687.491426706314
94.0,4.0,risk,3.1723529829088686,2.050268589383196,1.0,25.578277587890625,3.1723529829088686,2.050268589383196,0.36619195143889893,84.79354738841239,0.0423967736942062,20.102,32.42,1685.8895735740662
95.0,4.0,risk,3.1744451285018336,2.0634820918597834,1.0,25.52421760559082,3.1744451285018336,2.0634820918597834,0.34679984619550386,82.05370823525436,0.04102685411762718,20.334,32.56,1681.1041238307953
96.0,4.0,risk,3.175285993024821,2.072235195228206,1.0,25.558412551879883,3.175285993024821,2.072235195228206,0.34435065056356934,83.11412098761525,0.04155706049380763,20.248,30.69,1685.9189991950989
97.0,4.0,risk,3.1772954573716654,2.067980055309013,1.0,25.549144744873047,3.1772954573716654,2.067980055309013,0.3342317066838979,84.67592595249896,0.04233796297624948,20.356,33.37,1683.2939581871033
98.0,4.0,risk,3.1753216234924238,2.06141373111159,1.0,25.57183837890625,3.1753216234924238,2.06141373111159,0.3425441380504452,84.61469840565111,0.042307349202825556,20.82,31.15,1683.0675525665283
99.0,4.0,risk,3.1770831502002217,2.0614769501454386,1.0,25.619272232055664,3.1770831502002217,2.0614769501454386,0.3416585968735883,81.1016247757082,0.0405508123878541,20.538,31.11,1684.325953245163
100.0,4.0,risk,3.1756277913632602,2.0609351286802755,1.0,25.592199325561523,3.1756277913632602,2.0609351286802755,0.3401367578969892,82.17604255444326,0.04108802127722163,20.78,33.11,1683.1256651878357
101.0,4.0,risk,3.1762494217709203,2.062067030031053,1.0,25.556299209594727,3.1762494217709203,2.062067030031053,0.3401660086858608,81.53298736627788,0.04076649368313894,21.002,34.53,1676.8181195259094
102.0,4.0,risk,3.1738423984069044,2.065654914397413,1.0,25.566936492919922,3.1738423984069044,2.065654914397413,0.3545085280142782,85.22389568800662,0.04261194784400331,20.718,32.52,1677.8253121376038
103.0,4.0,risk,3.1748202097080553,2.068362395171924,1.0,25.576814651489258,3.1748202097080553,2.068362395171924,0.33367718584702144,83.40663285808941,0.04170331642904471,20.806,32.28,1679.6882574558258
104.0,4.0,risk,3.174586936336039,2.062184753625289,1.0,25.616817474365234,3.174586936336039,2.062184753625289,0.34866630230718254,86.56868640813873,0.04328434320406937,20.608,32.23,1678.6605288982391
105.0,4.0,risk,3.1764972722134015,2.062297580187278,1.0,25.5643367767334,3.1764972722134015,2.062297580187278,0.3376776755160993,81.10673300831581,0.04055336650415791,21.026,30.8,1675.190054655075
106.0,4.0,risk,3.178160633272527,2.065419314767394,1.0,25.56216812133789,3.178160633272527,2.065419314767394,0.3335107495565244,84.35395127715913,0.04217697563857956,20.782,30.13,1676.5903782844543
107.0,4.0,risk,3.1746106538016474,2.063067005418451,1.0,25.687135696411133,3.1746106538016474,2.063067005418451,0.35046869501128525,83.85274782358607,0.04192637391179304,20.966,28.09,1677.982016801834
108.0,4.0,risk,3.174602649400911,2.065705073763952,1.0,25.56794548034668,3.174602649400911,2.065705073763952,0.3336040609328033,81.87658894867991,0.040938294474339956,20.956,32.03,1673.7099056243896
109.0,4.0,risk,3.1750843085901206,2.066000618288279,1.0,25.612764358520508,3.1750843085901206,2.066000618288279,0.34286383091641204,84.67429627812275,0.04233714813906138,21.258,30.2,1669.4291779994965
110.0,4.0,risk,3.174914560049696,2.071470958192635,1.0,25.632200241088867,3.174914560049696,2.071470958192635,0.35195881303618937,87.32128512532039,0.043660642562660196,21.056,33.89,1672.427582025528
111.0,4.0,risk,3.1745315677369645,2.0724415663258196,1.0,25.610671997070312,3.1745315677369645,2.0724415663258196,0.34117205299989645,85.87049971647782,0.04293524985823891,21.52,33.54,1668.9903781414032
112.0,4.0,risk,3.174020976361716,2.0648535959555976,1.0,25.643911361694336,3.174020976361716,2.0648535959555976,0.35215717706533955,82.95824609276403,0.041479123046382016,21.228,33.12,1669.7844393253326
113.0,4.0,risk,3.1723296599619832,2.0672827492589536,1.0,25.679731369018555,3.1723296599619832,2.0672827492589536,0.34554805658052645,84.21524209270208,0.042107621046351046,21.158,34.45,1673.2832570075989
114.0,4.0,risk,3.1717418490163505,2.060237505551799,1.0,25.63992691040039,3.1717418490163505,2.060237505551799,0.352049857378006,89.00204173971454,0.04450102086985727,21.706,33.25,1666.09628033638
115.0,4.0,risk,3.172932332129125,2.058744851280661,1.0,25.601909637451172,3.172932332129125,2.058744851280661,0.3454757563750762,83.08696217266012,0.04154348108633006,21.766,33.07,1663.783931016922
116.0,4.0,risk,3.174382114654307,2.0658842084352926,1.0,25.575502395629883,3.174382114654307,2.0658842084352926,0.3337915085465707,83.81694721026552,0.041908473605132765,21.788,35.22,1662.7165386676788
117.0,4.0,risk,3.1774592289839254,2.066443140854311,1.0,25.582979202270508,3.1774592289839254,2.066443140854311,0.3335776944904376,83.24023338970734,0.04162011669485367,21.686,35.42,1662.7489366531372
118.0,4.0,risk,3.1761878494106597,2.062070828874398,1.0,25.648527145385742,3.1761878494106597,2.062070828874398,0.3334141399549401,86.72461454339359,0.04336230727169679,21.924,33.58,1655.4071714878082
119.0,4.0,risk,3.1768342790091433,2.0709913673303317,1.0,25.61072540283203,3.1768342790091433,2.0709913673303317,0.33361312381141933,82.03661552392988,0.04101830776196494,22.104,32.02,1652.6473696231842
120.0,4.0,risk,3.173722610449242,2.075096571232047,1.0,25.634002685546875,3.173722610449242,2.075096571232047,0.34210600138015457,80.96051188423962,0.04048025594211981,22.004,34.8,1658.0907077789307
121.0,4.0,risk,3.173351959804135,2.0714530088102725,1.0,25.66536521911621,3.173351959804135,2.0714530088102725,0.345488733800171,81.2002108566478,0.0406001054283239,22.196,33.35,1654.6294877529144
122.0,4.0,risk,3.174923522393112,2.0759257587325544,1.0,25.623546600341797,3.174923522393112,2.0759257587325544,0.33367615541838624,84.65961414410539,0.042329807072052694,22.108,35.36,1653.0660977363586
123.0,4.0,risk,3.175039014547987,2.0723828208416015,1.0,25.624114990234375,3.175039014547987,2.0723828208416015,0.3337313599903565,85.19832326824118,0.04259916163412059,22.722,35.62,1648.2996728420258
124.0,4.0,risk,3.170745397162864,2.07230924523395,1.0,25.710636138916016,3.170745397162864,2.07230924523395,0.3499586681270843,85.70865610890553,0.042854328054452766,22.23,33.42,1655.1676819324493
125.0,4.0,risk,3.1682812076090547,2.0748304960977695,1.0,25.699283599853516,3.1682812076090547,2.0748304960977695,0.36263371367588676,85.64247676947154,0.042821238384735776,22.16,35.93,1662.873061656952
126.0,4.0,risk,3.169405016447882,2.0736450057505342,1.0,25.631444931030273,3.169405016447882,2.0736450057505342,0.33808367598392164,88.44336297648255,0.04422168148824127,22.366,34.52,1651.6164827346802
127.0,4.0,risk,3.1693751458316815,2.0732630695528385,1.0,25.685775756835938,3.1693751458316815,2.0732630695528385,0.3457526013521892,91.62017959467205,0.04581008979733603,22.628,35.37,1646.6188988685608
128.0,4.0,risk,3.170969058180709,2.0868163773470827,1.0,25.64592170715332,3.170969058180709,2.0868163773470827,0.33397051082242785,81.62298375862729,0.04081149187931364,22.384,33.7,1651.0440170764923
129.0,4.0,risk,3.171294330635949,2.086414058495056,1.0,25.670127868652344,3.171294330635949,2.086414058495056,0.34480711901584243,88.58076490074124,0.044290382450370626,22.408,37.03,1645.3600726127625
130.0,4.0,risk,3.1701039615494517,2.096705287313827,1.0,25.649364471435547,3.1701039615494517,2.096705287313827,0.3339536205277114,82.06772445236648,0.041033862226183236,22.686,35.33,1646.1388397216797
131.0,4.0,risk,3.1708043816754277,2.0749922682867026,1.0,25.683637619018555,3.1708043816754277,2.0749922682867026,0.34403425173076524,82.11978267546158,0.04105989133773079,22.742,36.34,1642.4443426132202
132.0,4.0,risk,3.165297903368235,2.080649824093675,1.0,25.770606994628906,3.165297903368235,2.080649824093675,0.3905430023017747,81.1279789593685,0.04056398947968425,22.676,34.24,1643.614117383957
133.0,4.0,risk,3.167395716737908,2.0803037073910997,1.0,25.744924545288086,3.167395716737908,2.0803037073910997,0.35082793510173593,84.9969318958141,0.04249846594790705,22.86,35.98,1639.6980130672455
134.0,4.0,risk,3.167824714080147,2.0682728497878364,1.0,25.68054962158203,3.167824714080147,2.0682728497878364,0.35257100327240537,83.06288398326701,0.04153144199163351,22.782,37.02,1638.8218002319336
135.0,4.0,risk,3.170327739032638,2.078424431783769,1.0,25.736143112182617,3.170327739032638,2.078424431783769,0.34160751028134084,83.13616716907835,0.04156808358453917,23.246,34.4,1628.0249907970428
136.0,4.0,risk,3.1719490237857983,2.071980484916121,1.0,25.671955108642578,3.1719490237857983,2.071980484916121,0.33398657846633734,83.8138250122472,0.0419069125061236,23.348,37.28,1628.3157103061676
137.0,4.0,risk,3.166560304134398,2.0780393101675125,1.0,25.73062515258789,3.166560304134398,2.0780393101675125,0.34679387140152096,81.48273322553564,0.040741366612767824,23.334,36.34,1630.6263830661774
138.0,4.0,risk,3.167115429173345,2.0680557760741096,1.0,25.727561950683594,3.167115429173345,2.0680557760741096,0.34417184912945,84.49654489710416,0.04224827244855208,23.414,39.02,1630.640808582306
139.0,4.0,risk,3.1681696460070206,2.0697218566904287,1.0,25.719181060791016,3.1681696460070206,2.0697218566904287,0.34927416686206825,83.85424789014085,0.04192712394507043,23.594,36.2,1628.8455927371979
140.0,4.0,risk,3.1698157732444043,2.071708421268122,1.0,25.70588493347168,3.1698157732444043,2.071708421268122,0.3341285029945471,80.47690141889973,0.04023845070944986,23.522,37.82,1625.8001236915588
141.0,4.0,risk,3.1698449060435183,2.0803802635358726,1.0,25.715978622436523,3.1698449060435183,2.0803802635358726,0.3341808232962323,88.85937843436778,0.04442968921718389,23.572,37.79,1626.1585929393768
142.0,4.0,risk,3.168519397525836,2.089655768231053,1.0,25.758987426757812,3.168519397525836,2.089655768231053,0.34261787616078504,89.65023733555472,0.04482511866777736,23.96,35.56,1623.985313653946
143.0,4.0,risk,3.1660779168843614,2.077877866032788,1.0,25.765323638916016,3.1660779168843614,2.077877866032788,0.35692764563328777,81.33449623443893,0.040667248117219466,23.464,37.22,1626.625402212143
