L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,12.860000,8.750000,6.620000,5.150000,3.910000,3.150000,2.430000,2.140000,1.920000,1.660000,1.700000,1.670000,1.580000,1.430000,1.590000,1.410000,1.310000
