L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,15.250000,10.880000,7.700000,5.850000,4.540000,3.430000,2.820000,2.370000,2.030000,1.760000,1.730000,1.670000,1.440000,1.360000,1.330000,1.210000,1.160000
