L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,79.040000,74.930000,69.150000,59.330000,47.290000,36.990000,30.120000,24.270000,21.010000,18.040000,16.480000,15.040000,14.120000
