epoch,alpha,q_assignment,q_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,reg_grad_norm,reg_coeff_grad_norm,ann_train_acc,ann_test_acc,train_loss
0.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.8974130958547373,0.0,8.0,86.43066146399741,0.04321533073199871,14.814,20.25,1735.0612564086914
1.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.8267565967176881,0.0,8.0,72.6078213516667,0.03630391067583335,19.06,22.29,1431.0772078037262
2.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.7866083374413688,0.0,8.0,61.63482844532084,0.030817414222660423,22.482,29.62,1225.8985126018524
3.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.7346565618234522,0.0,8.0,53.155998359456824,0.02657799917972841,24.822,28.87,1083.9259202480316
4.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6940267031150096,0.0,8.0,46.65683512438947,0.023328417562194732,26.828,35.84,987.0779070854187
5.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6700851499577007,0.0,8.0,41.85213112458181,0.020926065562290905,28.966,34.73,920.4065434932709
6.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6626335399230118,0.0,8.0,38.3434615369173,0.019171730768458652,30.72,39.21,872.729926109314
7.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.5928636168884804,0.0,8.0,36.133038533921386,0.018066519266960693,33.708,40.5,829.1342777013779
8.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.32990019347356714,0.0,8.0,34.67904210805992,0.017339521054029958,35.508,47.58,802.3853112459183
9.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,8.0,34.06098993436388,0.017030494967181942,37.548,50.21,783.2311860322952
