L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,93.060000,93.150000,93.010000,92.790000,92.980000,92.870000,92.830000,92.840000,93.000000,92.900000,92.820000,92.640000,92.650000,92.790000,92.580000,92.620000,92.650000,92.520000,92.860000,92.370000,92.380000
