L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,44.510000,44.450000,44.310000,44.550000,44.330000,44.530000,44.390000,44.010000,43.180000,41.440000,39.810000,37.190000,34.550000,31.570000,28.010000,24.660000,21.460000,18.270000,15.320000,12.620000,10.270000
