L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,86.930000,85.340000,79.680000,65.960000,47.770000,34.860000,27.660000,23.200000,19.640000,17.020000,15.560000,14.780000,14.010000
