arch,regularizer,seed,L,T,sigma,acc,checkpoint,matrix_csv
fc2_h8,mne_l2,40,16,16,1.0,85.44,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h8,mne_l2,41,16,16,0.0,85.85,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,41,16,16,0.1,85.89,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,41,16,16,0.2,85.89,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,41,16,16,0.3,85.64,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,41,16,16,0.4,85.81,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,41,16,16,0.5,85.55,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,41,16,16,0.6,85.52,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,41,16,16,0.7,85.65,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,41,16,16,0.8,85.53,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,41,16,16,0.9,85.43,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,41,16,16,1.0,85.43,mnist-checkpoints/fc2_h8_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h8,mne_l2,42,16,16,0.0,80.19,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,42,16,16,0.1,80.11,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,42,16,16,0.2,80.19,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,42,16,16,0.3,80.12,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,42,16,16,0.4,80.12,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,42,16,16,0.5,79.94,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,42,16,16,0.6,79.69,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,42,16,16,0.7,79.94,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,42,16,16,0.8,79.62,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,42,16,16,0.9,79.76,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,42,16,16,1.0,79.13,mnist-checkpoints/fc2_h8_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h8,mne_l2,43,16,16,0.0,88.66,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,43,16,16,0.1,88.63,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,43,16,16,0.2,88.55,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,43,16,16,0.3,88.56,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,43,16,16,0.4,88.5,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,43,16,16,0.5,88.53,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,43,16,16,0.6,88.49,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,43,16,16,0.7,88.56,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,43,16,16,0.8,88.17,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,43,16,16,0.9,88.11,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,43,16,16,1.0,88.11,mnist-checkpoints/fc2_h8_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h8,mne_l2,44,16,16,0.0,67.49,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,mne_l2,44,16,16,0.1,67.4,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,mne_l2,44,16,16,0.2,67.52,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,mne_l2,44,16,16,0.3,67.25,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,mne_l2,44,16,16,0.4,67.33,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,mne_l2,44,16,16,0.5,67.08,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,mne_l2,44,16,16,0.6,67.17,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,mne_l2,44,16,16,0.7,67.1,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,mne_l2,44,16,16,0.8,67.16,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,mne_l2,44,16,16,0.9,66.71,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,mne_l2,44,16,16,1.0,66.7,mnist-checkpoints/fc2_h8_L[16]_strict_seed44_ablation_mne_l2_l16_fc2_h8_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h8,weight_decay,40,16,16,0.0,86.74,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_wd_l16_fc2_h8.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h8,weight_decay,40,16,16,0.1,86.57,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_wd_l16_fc2_h8.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h8,weight_decay,40,16,16,0.2,86.26,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_wd_l16_fc2_h8.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h8,weight_decay,40,16,16,0.3,86.12,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_wd_l16_fc2_h8.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h8,weight_decay,40,16,16,0.4,85.76,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_wd_l16_fc2_h8.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h8,weight_decay,40,16,16,0.5,85.24,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_wd_l16_fc2_h8.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h8,weight_decay,40,16,16,0.6,84.32,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_wd_l16_fc2_h8.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h8,weight_decay,40,16,16,0.7,83.76,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_wd_l16_fc2_h8.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h8,weight_decay,40,16,16,0.8,82.3,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_wd_l16_fc2_h8.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h8,weight_decay,40,16,16,0.9,81.17,mnist-checkpoints/fc2_h8_L[16]_strict_seed40_ablation_wd_l16_fc2_h8.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/strict_seed_train_rate_uniform_L16_T16/fc2_h8/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
