L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,58.390000,56.000000,47.170000,35.290000,24.770000,17.490000,12.590000,9.810000,7.370000,5.510000,4.470000,3.590000,2.870000,2.490000,2.190000,1.890000,1.720000,1.570000,1.640000,1.510000,1.460000
