name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean,q_mean_pre_norm
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,4.2375640869140625,7.765819549560547,0.921875,15.954829216003418,30.063278198242188,15.954829216003418,3.0112996101379395
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,0.7139871120452881,2.82755446434021,0.53125,1.8829102516174316,10.31021785736084,1.8829102516174316,3.0112996101379395
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.516136884689331,0.9837794303894043,0.140625,1.1146467924118042,2.935117721557617,1.1146467924118042,3.0112996101379395
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.4872966408729553,0.6087121367454529,0.015625,1.0067944526672363,1.4348485469818115,1.0067944526672363,3.0112996101379395
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,0.6809719800949097,1.8053820133209229,0.484375,1.753103256225586,6.221528053283691,1.753103256225586,3.0112996101379395
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.48562055826187134,0.5129052400588989,0.0078125,1.0004032850265503,1.0516209602355957,1.0004032850265503,3.0112996101379395
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,0.49119943380355835,0.6407768726348877,0.078125,1.0187690258026123,1.5631074905395508,1.0187690258026123,3.0112996101379395
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,0.4919763207435608,0.624894917011261,0.078125,1.021876573562622,1.499579668045044,1.021876573562622,3.0112996101379395
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.4853637218475342,0.4853637218475342,0.0,1.0,1.0,1.0,3.0112996101379395
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,0.5841715335845947,1.1425776481628418,0.4765625,1.3672022819519043,3.570310592651367,1.3672022819519043,3.0112996101379395
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.48537012934684753,0.48700305819511414,0.0,1.0,1.0,1.0,3.0112996101379395
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.6116364002227783,1.1809446811676025,0.56640625,1.4713802337646484,3.72377872467041,1.4713802337646484,3.0112996101379395
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.5012736916542053,1.3305368423461914,0.08203125,1.0586249828338623,4.322147369384766,1.0586249828338623,3.0112996101379395
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.5882003307342529,1.0415551662445068,0.6796875,1.3706440925598145,3.1662206649780273,1.3706440925598145,3.0112996101379395
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,1.6465152502059937,3.747913122177124,0.9765625,5.587433338165283,13.991652488708496,5.587433338165283,3.0112996101379395
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.7566964030265808,1.6478325128555298,0.79296875,2.038424491882324,5.591330051422119,2.038424491882324,3.0112996101379395
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,1.470442771911621,3.695167064666748,0.970703125,4.883486270904541,13.780668258666992,4.883486270904541,3.0112996101379395
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,0.8927431106567383,2.5154976844787598,0.7734375,2.583883762359619,9.061990737915039,2.583883762359619,3.0112996101379395
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.7536444664001465,1.4647209644317627,0.8125,2.025142192840576,4.858883857727051,2.025142192840576,3.0112996101379395
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,1.1436372995376587,3.1784372329711914,0.96484375,3.5766074657440186,11.713748931884766,3.5766074657440186,3.0112996101379395
fc,classifier_head,True,False,5120,10,,,nan,nan,nan,1.0,1.0,1.0,1.0
