L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,15.310000,10.220000,7.520000,5.830000,4.670000,3.770000,3.220000,3.030000,2.560000,2.310000,2.030000,1.850000,1.770000,1.650000,1.570000,1.550000,1.430000
