L,T,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
16,16,97.220000,97.230000,97.200000,97.220000,97.170000,97.180000,97.180000,97.060000,97.270000,97.220000,97.150000,97.230000,97.210000,97.130000,97.190000,97.050000,97.160000,97.050000,97.060000,97.150000,97.120000,97.150000,97.060000,97.150000,96.940000,97.020000,97.010000,97.040000,96.910000,97.030000,97.100000,96.990000,97.030000,97.060000,96.820000,96.960000,96.810000,97.040000,96.940000,96.820000,96.960000,96.990000,96.910000,96.640000,97.020000,96.730000,96.860000,96.750000,96.770000,96.740000,96.780000
