L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,59.830000,59.900000,59.880000,59.960000,59.820000,59.570000,59.360000,58.990000,58.750000,58.170000,57.000000,55.950000,55.140000
