site,method,method_label,clean_acc,end_sigma,end_acc,absolute_drop,end_retention,curve_acc_auc,curve_retention_auc
post_input_if,manual_l2,Manual L2 (weights only),82.190000,1,41.996667,40.193333,0.510971,62.093333,0.755485
post_input_if,manual_l2_all,Manual L2 (all params),81.710000,1,40.756667,40.953333,0.498797,61.233334,0.749398
post_input_if,wd_all_current,WD (all params),81.710000,1,40.756667,40.953333,0.498797,61.233334,0.749398
post_input_if,wd_weight_only,WD (weights only),82.190000,1,41.996667,40.193333,0.510971,62.093333,0.755485
