name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean,q_mean_pre_norm
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,5.375881195068359,7.573644161224365,0.984375,20.50518798828125,29.29457664489746,20.50518798828125,3.0303170680999756
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,0.9037313461303711,5.249485492706299,0.703125,2.6448795795440674,19.997941970825195,2.6448795795440674,3.0303170680999756
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.6522315740585327,2.5371806621551514,0.4375,1.6676098108291626,9.148722648620605,1.6676098108291626,3.0303170680999756
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.5019867420196533,0.9970074892044067,0.140625,1.0976263284683228,2.988029956817627,1.0976263284683228,3.0303170680999756
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.3631893396377563,5.498959064483643,0.78125,4.476073741912842,20.99583625793457,4.476073741912842,3.0303170680999756
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.47532403469085693,0.6581200361251831,0.015625,1.0062196254730225,1.6324801445007324,1.0062196254730225,3.0303170680999756
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,0.5505617260932922,2.0465621948242188,0.2578125,1.2812905311584473,7.186248779296875,1.2812905311584473,3.0303170680999756
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,0.4908268451690674,0.9312208890914917,0.1015625,1.0580066442489624,2.724883556365967,1.0580066442489624,3.0303170680999756
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.47680985927581787,0.7944594025611877,0.015625,1.01213800907135,2.177837610244751,1.01213800907135,3.0303170680999756
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,0.7702754735946655,3.1933887004852295,0.5546875,2.124436140060425,11.773554801940918,2.124436140060425,3.0303170680999756
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.4733527600765228,0.4733527600765228,0.0,1.0,1.0,1.0,3.0303170680999756
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.5232053995132446,1.1314105987548828,0.30078125,1.1640455722808838,3.5256423950195312,1.1640455722808838,3.0303170680999756
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.47388386726379395,0.5775560736656189,0.0078125,1.0012917518615723,1.3102242946624756,1.0012917518615723,3.0303170680999756
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.47427380084991455,0.6016979813575745,0.0078125,1.0028514862060547,1.4067919254302979,1.0028514862060547,3.0303170680999756
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,0.7937954664230347,1.7587172985076904,0.84765625,2.1900975704193115,6.034869194030762,2.1900975704193115,3.0303170680999756
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.47397494316101074,0.5244086980819702,0.009765625,1.0005165338516235,1.0976347923278809,1.0005165338516235,3.0303170680999756
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,1.0837655067443848,2.8762753009796143,0.990234375,3.335749626159668,10.505101203918457,3.335749626159668,3.0303170680999756
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,0.473487913608551,0.5194342136383057,0.001953125,1.0001518726348877,1.0777368545532227,1.0001518726348877,3.0303170680999756
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.8330600261688232,1.5007927417755127,0.9921875,2.333008289337158,5.003170967102051,2.333008289337158,3.0303170680999756
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,1.8499085903167725,2.660062074661255,1.0,6.39963436126709,9.64024829864502,6.39963436126709,3.0303170680999756
fc,classifier_head,True,False,51200,100,,,nan,nan,nan,1.0,1.0,1.0,1.0
