dataset,model,method,method_label,seed,L,T,site,sigma,sigma_scale,scale_reference,actual_sigma,noise_repeat,noise_seed,accuracy,checkpoint
fashion_mnist,cnn2,no_reg,No Reg,41,16,4,post_input_if,1,post_input_if_rms,1.72680955,1.72680955,4,20301922,20.140000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,41,16,4,post_input_if,0,post_input_if_rms,1.40607917,0,0,20301818,80.020000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,41,16,4,post_input_if,1,post_input_if_rms,1.40607917,1.40607917,0,20301918,21.660000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,41,16,4,post_input_if,1,post_input_if_rms,1.40607917,1.40607917,1,20301919,21.300000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,41,16,4,post_input_if,1,post_input_if_rms,1.40607917,1.40607917,2,20301920,21.120000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,41,16,4,post_input_if,1,post_input_if_rms,1.40607917,1.40607917,3,20301921,21.420000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,41,16,4,post_input_if,1,post_input_if_rms,1.40607917,1.40607917,4,20301922,21.110000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,42,16,4,post_input_if,0,post_input_if_rms,1.76173435,0,0,20302818,74.770000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,42,16,4,post_input_if,1,post_input_if_rms,1.76173435,1.76173435,0,20302918,14.050000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,42,16,4,post_input_if,1,post_input_if_rms,1.76173435,1.76173435,1,20302919,14.570000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,42,16,4,post_input_if,1,post_input_if_rms,1.76173435,1.76173435,2,20302920,14.470000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,42,16,4,post_input_if,1,post_input_if_rms,1.76173435,1.76173435,3,20302921,14.120000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,42,16,4,post_input_if,1,post_input_if_rms,1.76173435,1.76173435,4,20302922,14.450000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,orthogonal,Orthogonal,42,16,4,post_input_if,0,post_input_if_rms,1.76308135,0,0,20302818,74.940000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,orthogonal,Orthogonal,42,16,4,post_input_if,1,post_input_if_rms,1.76308135,1.76308135,0,20302918,14.580000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,orthogonal,Orthogonal,42,16,4,post_input_if,1,post_input_if_rms,1.76308135,1.76308135,1,20302919,14.630000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,orthogonal,Orthogonal,42,16,4,post_input_if,1,post_input_if_rms,1.76308135,1.76308135,2,20302920,14.600000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,orthogonal,Orthogonal,42,16,4,post_input_if,1,post_input_if_rms,1.76308135,1.76308135,3,20302921,14.650000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,orthogonal,Orthogonal,42,16,4,post_input_if,1,post_input_if_rms,1.76308135,1.76308135,4,20302922,14.980000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg,No Reg,42,16,4,post_input_if,0,post_input_if_rms,1.761892,0,0,20302818,74.090000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg,No Reg,42,16,4,post_input_if,1,post_input_if_rms,1.761892,1.761892,0,20302918,14.350000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg,No Reg,42,16,4,post_input_if,1,post_input_if_rms,1.761892,1.761892,1,20302919,14.280000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg,No Reg,42,16,4,post_input_if,1,post_input_if_rms,1.761892,1.761892,2,20302920,14.620000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg,No Reg,42,16,4,post_input_if,1,post_input_if_rms,1.761892,1.761892,3,20302921,14.350000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg,No Reg,42,16,4,post_input_if,1,post_input_if_rms,1.761892,1.761892,4,20302922,14.490000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,42,16,4,post_input_if,0,post_input_if_rms,1.41998746,0,0,20302818,77.530000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,42,16,4,post_input_if,1,post_input_if_rms,1.41998746,1.41998746,0,20302918,16.060000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,42,16,4,post_input_if,1,post_input_if_rms,1.41998746,1.41998746,1,20302919,16.040000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,42,16,4,post_input_if,1,post_input_if_rms,1.41998746,1.41998746,2,20302920,15.980000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,42,16,4,post_input_if,1,post_input_if_rms,1.41998746,1.41998746,3,20302921,16.280000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,l2,L2,42,16,4,post_input_if,1,post_input_if_rms,1.41998746,1.41998746,4,20302922,15.850000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,43,16,4,post_input_if,0,post_input_if_rms,1.79998161,0,0,20303818,69.050000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed43_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,43,16,4,post_input_if,1,post_input_if_rms,1.79998161,1.79998161,0,20303918,20.210000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed43_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,43,16,4,post_input_if,1,post_input_if_rms,1.79998161,1.79998161,1,20303919,20.150000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed43_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,43,16,4,post_input_if,1,post_input_if_rms,1.79998161,1.79998161,2,20303920,19.380000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed43_ep30_L16_trainT0.pth
