stage,epoch,epochs,regularizer,reg_coeff,param_kind,layer,numel,value_mean,value_rms,value_l2,grad_ce_l2,grad_reg_l2,grad_total_l2,cos_ce_reg,dot_ce_reg,sign_agree_frac,grad_ce_mean,grad_reg_mean,ce_loss,reg_loss
early,0,300,mne_l2,0.0001,bn_gamma,layer1.1,64,1.0017552375793457,1.0058186054229736,8.046548843383789,0.0648922473192215,0.0,0.0648922473192215,nan,0.0,0.0,-0.0004425325314514339,0.0,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,lambda,layer1.2,1,7.976421356201172,7.976421356201172,7.976421356201172,0.0005439129890874028,3.975903382524848e-05,0.0005041539552621543,-1.0000000126344497,-2.162545520434378e-08,0.0,0.0005439129890874028,-3.975903382524848e-05,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,bn_gamma,layer1.5,64,1.0016602277755737,1.0021647214889526,8.017317771911621,0.0288909412920475,0.0,0.0288909412920475,nan,0.0,0.0,0.000144744582939893,0.0,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,lambda,layer1.6,1,8.068819046020508,8.068819046020508,8.068819046020508,2.0458130165934563e-05,0.00021281122462823987,0.00023326935479417443,0.9999999707920192,4.353719607053108e-09,1.0,-2.0458130165934563e-05,-0.00021281122462823987,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,bn_gamma,layer2.1,128,1.000519037246704,1.0006672143936157,11.321257591247559,0.016297226771712303,0.0,0.016297226771712303,nan,0.0,0.0,-2.050859620794654e-06,0.0,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,lambda,layer2.2,1,8.033764839172363,8.033764839172363,8.033764839172363,6.882759043946862e-05,0.00010994474723702297,4.1117156797554344e-05,-1.00000001855496,-7.567232174210403e-09,0.0,6.882759043946862e-05,-0.00010994474723702297,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,bn_gamma,layer2.5,128,1.0004510879516602,1.0005875825881958,11.320356369018555,0.011236565187573433,0.0,0.011236565187573433,nan,0.0,0.0,-1.0240075425826944e-05,0.0,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,lambda,layer2.6,1,8.071259498596191,8.071259498596191,8.071259498596191,0.00016925041563808918,0.00020407703414093703,3.482661850284785e-05,-0.9999999717203828,-3.4540121873760654e-08,0.0,0.00016925041563808918,-0.00020407703414093703,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,bn_gamma,layer3.1,256,1.0002217292785645,1.0002684593200684,16.004295349121094,0.007790455594658852,0.0,0.007790455594658852,nan,0.0,0.0,-6.641182153543923e-06,0.0,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,lambda,layer3.2,1,8.033273696899414,8.033273696899414,8.033273696899414,0.00022194162011146545,0.00010657896928023547,0.00011536265083122998,-0.9999999840241088,-2.36543087339669e-08,0.0,0.00022194162011146545,-0.00010657896928023547,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,bn_gamma,layer3.5,256,1.0000265836715698,1.0000779628753662,16.00124740600586,0.006925162393599749,0.0,0.006925162393599749,nan,0.0,0.0,-3.713903424795717e-07,0.0,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,lambda,layer3.6,1,8.076346397399902,8.076346397399902,8.076346397399902,5.197711288928986e-06,0.00020175027020741254,0.00020694798149634153,0.9999999643170776,1.0486396195830139e-09,1.0,-5.197711288928986e-06,-0.00020175027020741254,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,bn_gamma,layer3.9,256,1.0001862049102783,1.000227689743042,16.003643035888672,0.00536254933103919,0.0,0.00536254933103919,nan,0.0,0.0,-2.7533224056242034e-06,0.0,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,lambda,layer3.10,1,8.070487022399902,8.070487022399902,8.070487022399902,8.931942284107208e-05,0.00020044938719365746,0.00011112996435258538,-0.9999999765389592,-1.7904023152937043e-08,0.0,8.931942284107208e-05,-0.00020044938719365746,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,bn_gamma,layer4.1,512,1.0000107288360596,1.000025987625122,22.62800407409668,0.004745278973132372,0.0,0.004745278973132372,nan,0.0,0.0,1.4044434237803216e-06,0.0,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,lambda,layer4.2,1,8.03853988647461,8.03853988647461,8.03853988647461,7.885659579187632e-05,0.00010339197615394369,0.0001822485646698624,1.0000000276181216,8.153139496869244e-09,1.0,-7.885659579187632e-05,-0.00010339197615394369,2.1422929763793945,0.009146289899945259
early,0,300,mne_l2,0.0001,bn_gamma,layer4.5,512,1.0000355243682861,1.0000497102737427,22.628541946411133,0.00470312125980854,0.0,0.00470312125980854,nan,0.0,0.0,2.5800468392844778e-06,0.0,2.1422929763793945,0.009146289899945259
