dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,clean_sigma,clean_acc_mean,clean_acc_std,end_sigma,end_acc_mean,end_acc_std,absolute_drop,relative_retention
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0,63.910000,0.194294,3,46.632000,2.597522,17.278000,0.729651
cifar100,l1,l1_rc1e-5,l1,1e-05,none,0,53.134000,0.732482,3,45.328000,2.672708,7.806000,0.853088
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0,59.620000,0.224611,3,55.188000,0.085264,4.432000,0.925663
cifar100,weight_decay,weight_decay,weight_decay,none,none,0,62.272000,0.372988,3,1.070000,0.060828,61.202000,0.017183
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0,63.826000,0.264064,3,42.466000,1.004580,21.360000,0.665340
