L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,89.850000,87.980000,79.010000,68.790000,58.690000,48.350000,39.620000,32.880000,27.790000,24.600000,22.090000,19.880000,18.500000
