L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,86.000000,85.830000,85.910000,85.780000,85.770000,85.620000,85.660000,85.750000,85.540000,85.820000,85.780000,85.770000,85.640000,85.360000,85.470000,85.370000,85.140000,85.410000,85.170000,85.410000,84.880000
