L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,90.500000,90.400000,90.500000,90.400000,90.470000,90.170000,89.920000,89.510000,89.140000,88.680000,88.140000,87.430000,86.530000
