method,epoch,lr,train_ce,train_objective,train_online_acc,val_ce,val_acc,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median
weights_only,1,0.01,0.9072209893608093,1.0639564251708984,67.232,0.6060342407226562,77.67,41,7.9977192878723145,7.970765590667725,8.023186683654785,1.0062203407287598,1.0072110891342163,0.9985425472259521
weights_only,2,0.009972609476841367,0.5428805417060852,0.6979261959075928,80.014,0.5126842224121094,81.49,41,7.994804382324219,7.926485538482666,8.03252124786377,1.0085275173187256,1.010048508644104,0.9985306262969971
weights_only,3,0.009890738003669028,0.476961953868866,0.6297865768432617,82.482,0.4768873357772827,82.35,41,7.992361068725586,7.886937141418457,8.04690933227539,1.0099588632583618,1.0118802785873413,0.997977077960968
weights_only,4,0.009755282581475769,0.44251244154930114,0.5930642925262452,83.768,0.44146005640029906,83.77,41,7.98980712890625,7.845435619354248,8.054756164550781,1.0112109184265137,1.0134918689727783,0.9985721707344055
weights_only,5,0.009567727288213004,0.4175352965736389,0.5658002358818054,84.732,0.4212678731918335,84.42,41,7.987557888031006,7.809765815734863,8.064140319824219,1.0124108791351318,1.0150049924850464,0.9994053244590759
weights_only,6,0.009330127018922194,0.39891101041793825,0.544979227180481,85.378,0.4021369964599609,85.34,41,7.9846367835998535,7.774237632751465,8.071099281311035,1.014298915863037,1.0171937942504883,1.0022228956222534
weights_only,7,0.009045084971874737,0.3840001688957214,0.5279276428604126,85.966,0.40328142051696775,85.31,41,7.982102394104004,7.7391533851623535,8.072184562683105,1.0157573223114014,1.018925666809082,1.0027607679367065
weights_only,8,0.00871572412738697,0.37032952877998354,0.5121901118659973,86.374,0.3929179141044617,85.6,41,7.979233741760254,7.705551624298096,8.076866149902344,1.0177571773529053,1.0212345123291016,1.0042153596878052
weights_only,9,0.008345653031794291,0.3630136943054199,0.5029232238960266,86.674,0.3921290163040161,85.72,41,7.977044105529785,7.676188945770264,8.082555770874023,1.0190086364746094,1.0227586030960083,1.0038379430770874
weights_only,10,0.007938926261462365,0.3563907502555847,0.49445558378219606,86.846,0.3886266345977783,85.95,41,7.9743547439575195,7.644845962524414,8.084964752197266,1.0208816528320312,1.0248342752456665,1.0055243968963623
