method,checkpoint,parameter_type,layer,value
weights_only,best_val,lambda,input_if,7.414124011993408
weights_only,best_val,gamma_rms,bns.0,1.2531871795654297
weights_only,best_val,gamma_rms,bns.1,1.1657705307006836
weights_only,best_val,gamma_rms,bns.2,1.2446045875549316
weights_only,best_val,gamma_rms,bns.3,1.0976471900939941
weights_only,best_val,gamma_rms,bns.4,0.976875901222229
weights_only,best_val,gamma_rms,bns.5,1.0921310186386108
weights_only,best_val,gamma_rms,bns.6,0.9975757598876953
weights_only,best_val,gamma_rms,bns.7,1.082876205444336
weights_only,best_val,gamma_rms,bns.8,0.9858624935150146
weights_only,best_val,gamma_rms,bns.9,1.0744752883911133
weights_only,best_val,gamma_rms,bns.10,0.9742474555969238
weights_only,best_val,gamma_rms,bns.11,1.0692673921585083
weights_only,best_val,gamma_rms,bns.12,1.0078884363174438
weights_only,best_val,gamma_rms,bns.13,1.0705763101577759
weights_only,best_val,gamma_rms,bns.14,1.0061473846435547
weights_only,best_val,gamma_rms,bns.15,1.0493475198745728
weights_only,best_val,gamma_rms,bns.16,0.9534957408905029
weights_only,best_val,gamma_rms,bns.17,1.051904320716858
weights_only,best_val,gamma_rms,bns.18,0.9799244403839111
weights_only,best_val,gamma_rms,bns.19,1.0433272123336792
weights_only,best_val,gamma_rms,bns.20,0.9485607743263245
weights_only,best_val,gamma_rms,bns.21,1.0487115383148193
weights_only,best_val,gamma_rms,bns.22,0.9484125375747681
weights_only,best_val,gamma_rms,bns.23,1.042431354522705
weights_only,best_val,gamma_rms,bns.24,0.960274875164032
weights_only,best_val,gamma_rms,bns.25,1.039421796798706
weights_only,best_val,gamma_rms,bns.26,0.9728747010231018
weights_only,best_val,gamma_rms,bns.27,1.0358439683914185
weights_only,best_val,gamma_rms,bns.28,0.9726719856262207
weights_only,best_val,gamma_rms,bns.29,1.0330380201339722
weights_only,best_val,gamma_rms,bns.30,0.948303759098053
weights_only,best_val,gamma_rms,bns.31,1.0344738960266113
weights_only,best_val,gamma_rms,bns.32,0.9403126239776611
weights_only,best_val,gamma_rms,bns.33,1.0322614908218384
weights_only,best_val,gamma_rms,bns.34,0.9392226338386536
weights_only,best_val,gamma_rms,bns.35,1.034523367881775
weights_only,best_val,gamma_rms,bns.36,0.9603607058525085
weights_only,best_val,gamma_rms,bns.37,1.0285089015960693
weights_only,best_val,gamma_rms,bns.38,0.9526548385620117
weights_only,best_val,gamma_rms,bns.39,1.4485496282577515
weights_only,best_val,lambda,ifs.0,7.854181289672852
weights_only,best_val,lambda,ifs.1,7.810732364654541
weights_only,best_val,lambda,ifs.2,7.895385265350342
weights_only,best_val,lambda,ifs.3,7.888967514038086
weights_only,best_val,lambda,ifs.4,7.90621280670166
weights_only,best_val,lambda,ifs.5,7.899496555328369
weights_only,best_val,lambda,ifs.6,7.964595317840576
weights_only,best_val,lambda,ifs.7,7.912769317626953
weights_only,best_val,lambda,ifs.8,7.888016223907471
weights_only,best_val,lambda,ifs.9,7.918835163116455
weights_only,best_val,lambda,ifs.10,7.953269958496094
weights_only,best_val,lambda,ifs.11,7.926352500915527
weights_only,best_val,lambda,ifs.12,8.010245323181152
weights_only,best_val,lambda,ifs.13,7.925178527832031
weights_only,best_val,lambda,ifs.14,7.999453067779541
weights_only,best_val,lambda,ifs.15,7.949251174926758
weights_only,best_val,lambda,ifs.16,8.035444259643555
weights_only,best_val,lambda,ifs.17,7.9464240074157715
weights_only,best_val,lambda,ifs.18,7.991802215576172
weights_only,best_val,lambda,ifs.19,7.953580379486084
weights_only,best_val,lambda,ifs.20,8.062694549560547
weights_only,best_val,lambda,ifs.21,7.949811935424805
weights_only,best_val,lambda,ifs.22,8.101400375366211
weights_only,best_val,lambda,ifs.23,7.956300258636475
weights_only,best_val,lambda,ifs.24,8.025399208068848
weights_only,best_val,lambda,ifs.25,7.959070205688477
weights_only,best_val,lambda,ifs.26,8.010734558105469
weights_only,best_val,lambda,ifs.27,7.962930202484131
weights_only,best_val,lambda,ifs.28,8.040581703186035
weights_only,best_val,lambda,ifs.29,7.965221405029297
weights_only,best_val,lambda,ifs.30,8.083416938781738
weights_only,best_val,lambda,ifs.31,7.964587688446045
weights_only,best_val,lambda,ifs.32,8.04262638092041
weights_only,best_val,lambda,ifs.33,7.966533184051514
weights_only,best_val,lambda,ifs.34,8.051639556884766
weights_only,best_val,lambda,ifs.35,7.964419841766357
weights_only,best_val,lambda,ifs.36,8.01529312133789
weights_only,best_val,lambda,ifs.37,7.970791816711426
weights_only,best_val,lambda,ifs.38,8.053499221801758
weights_only,best_val,lambda,ifs.39,7.886331558227539
weights_only,final,lambda,input_if,7.404347896575928
weights_only,final,gamma_rms,bns.0,1.254495620727539
weights_only,final,gamma_rms,bns.1,1.1683100461959839
weights_only,final,gamma_rms,bns.2,1.2468576431274414
weights_only,final,gamma_rms,bns.3,1.0990122556686401
weights_only,final,gamma_rms,bns.4,0.9775891900062561
weights_only,final,gamma_rms,bns.5,1.0935972929000854
weights_only,final,gamma_rms,bns.6,0.9985057711601257
weights_only,final,gamma_rms,bns.7,1.0842982530593872
weights_only,final,gamma_rms,bns.8,0.9864407181739807
weights_only,final,gamma_rms,bns.9,1.075726866722107
weights_only,final,gamma_rms,bns.10,0.9750716686248779
weights_only,final,gamma_rms,bns.11,1.0704166889190674
weights_only,final,gamma_rms,bns.12,1.00872802734375
weights_only,final,gamma_rms,bns.13,1.0717047452926636
weights_only,final,gamma_rms,bns.14,1.0062143802642822
weights_only,final,gamma_rms,bns.15,1.0501819849014282
weights_only,final,gamma_rms,bns.16,0.9537468552589417
