L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,96.460000,96.440000,96.400000,96.390000,96.310000,96.250000,96.460000,96.260000,96.210000,96.030000,96.050000,95.760000,95.700000,95.720000,95.610000,95.240000,95.320000,95.180000,94.800000,94.490000,94.340000
