L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,86.640000,86.500000,86.500000,86.250000,86.210000,86.290000,86.550000,86.240000,86.280000,86.200000,86.280000,86.220000,85.770000,85.930000,85.840000,85.960000,85.250000,86.100000,85.590000,85.890000,85.720000
