L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,81.600000,81.020000,79.690000,77.390000,74.670000,70.470000,66.280000,63.840000,59.720000,56.130000,53.710000
