L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,98.750000,98.630000,98.040000,96.880000,95.340000,92.550000,90.010000,87.600000,84.720000,82.900000,81.100000,79.380000,77.930000,76.780000,75.610000,74.610000,73.930000,72.400000,72.290000,71.190000,70.570000
