L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,90.320000,90.220000,90.180000,90.120000,90.250000,89.880000,89.840000,89.320000,89.100000,88.650000,88.310000,87.370000,86.800000
