L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,22.090000,14.500000,10.260000,7.620000,6.130000,5.040000,3.950000,3.690000,3.240000,2.930000,2.680000,2.540000,2.380000,2.180000,2.260000,1.950000,1.900000
