L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,29.090000,21.990000,16.920000,13.130000,10.310000,8.390000,6.860000,6.010000,5.380000,4.610000,4.030000,3.880000,3.320000,3.050000,3.000000,2.950000,2.680000
