L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,90.980000,90.840000,90.760000,90.770000,90.770000,90.130000,90.050000,89.320000,88.170000,86.930000,84.650000,81.420000,77.140000
