dataset,arch,method,method_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,90.290000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.25,88.310000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.5,80.560000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.75,70.730000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,60.720000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.25,49.790000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.5,40.070000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.75,33.410000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2,28.520000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.25,25.060000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.5,22.440000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.75,20.810000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,3,19.690000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,90.080000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_weights_only_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.25,87.550000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_weights_only_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.5,77.390000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_weights_only_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.75,66.760000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_weights_only_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,56.210000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_weights_only_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c16_c32,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.25,46.470000,fashion_mnist-checkpoints/cnn2_avg_c16_c32_L[16]_fashion_four_regs_cnn2_avg_c16_c32_weight_decay_weights_only_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c16_c32/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
