L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,68.900000,55.740000,44.100000,33.570000,25.540000,20.370000,17.340000,15.060000,13.500000,12.520000,12.060000,11.370000,11.240000,10.850000,10.830000,10.750000,10.620000
