epoch,alpha,q_assignment,q_mean,q_mean_pre_norm,q_tilde_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,mean_normalize_q,ga_mode,ga_kappa_res_mean,ga_kappa_sc_mean,ga_frac_phi_neg_res,ga_cov_mean,mne_grad_match_scale,mne_ref_grad_norm,reg_grad_norm,reg_coeff_grad_norm,ce_grad_norm,reg_ce_ratio,ann_train_acc,ann_test_acc,train_loss
0.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,2.5441273483194684,0.00025441273483194684,1.2980162550860992,0.00019600119323241548,1.476,1.91,1789.1081280708313
1.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.925489958810615,0.0001925489958810615,0.899657063346123,0.00021402488095286876,2.088,2.84,1751.496314048767
2.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.6861055366636875,0.00016861055366636875,0.8674439839560059,0.0001943763018534234,2.458,3.22,1734.8978004455566
3.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.4698491175302024,0.00014698491175302024,1.0995593323525208,0.00013367619866273538,3.008,4.2,1708.428062915802
4.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.179410039722856,0.0001179410039722856,0.9329484816071033,0.00012641748852961274,3.39,5.03,1693.512770652771
5.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.0793085827470303,0.00010793085827470304,1.0121470446160765,0.00010663555147329697,3.988,5.97,1673.9107084274292
6.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.0952550448702505,0.00010952550448702505,1.0486215698054049,0.00010444712147905746,4.544,5.42,1653.8676409721375
7.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.0746728496497178,0.00010746728496497178,1.1041179195631883,9.733315895052952e-05,4.876,7.14,1634.9944179058075
8.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.0827088902322584,0.00010827088902322584,0.9524639308104386,0.00011367452931377635,5.662,8.16,1617.164925813675
9.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.237914681704949,0.0001237914681704949,1.0395801059107803,0.00011907833505724958,5.884,8.14,1600.511259317398
10.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.2914323177579823,0.00012914323177579823,1.19063813780952,0.00010846555949685087,6.398,8.1,1585.357051372528
11.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.3943884775461186,0.00013943884775461187,0.960207361674512,0.00014521743252566148,7.118,10.02,1566.8166732788086
