method,checkpoint,parameter_type,layer,value
weights_only,best_val,lambda,input_if,7.551938533782959
weights_only,best_val,gamma_rms,bns.0,1.2136733531951904
weights_only,best_val,gamma_rms,bns.1,1.1536965370178223
weights_only,best_val,gamma_rms,bns.2,1.1511059999465942
weights_only,best_val,gamma_rms,bns.3,1.126568078994751
weights_only,best_val,gamma_rms,bns.4,1.0475660562515259
weights_only,best_val,gamma_rms,bns.5,1.0903433561325073
weights_only,best_val,gamma_rms,bns.6,0.9470116496086121
weights_only,best_val,gamma_rms,bns.7,1.0678683519363403
weights_only,best_val,gamma_rms,bns.8,0.9544098973274231
weights_only,best_val,gamma_rms,bns.9,1.0622220039367676
weights_only,best_val,gamma_rms,bns.10,0.9635538458824158
weights_only,best_val,gamma_rms,bns.11,1.0610558986663818
weights_only,best_val,gamma_rms,bns.12,1.0078898668289185
weights_only,best_val,gamma_rms,bns.13,1.064279317855835
weights_only,best_val,gamma_rms,bns.14,0.9866873621940613
weights_only,best_val,gamma_rms,bns.15,1.041543960571289
weights_only,best_val,gamma_rms,bns.16,0.9644247889518738
weights_only,best_val,gamma_rms,bns.17,1.0445349216461182
weights_only,best_val,gamma_rms,bns.18,0.9761260151863098
weights_only,best_val,gamma_rms,bns.19,1.0436369180679321
weights_only,best_val,gamma_rms,bns.20,0.9669439792633057
weights_only,best_val,gamma_rms,bns.21,1.032152771949768
weights_only,best_val,gamma_rms,bns.22,0.9979346990585327
weights_only,best_val,gamma_rms,bns.23,1.037202000617981
weights_only,best_val,gamma_rms,bns.24,0.9603811502456665
weights_only,best_val,gamma_rms,bns.25,1.0412737131118774
weights_only,best_val,gamma_rms,bns.26,0.9561859369277954
weights_only,best_val,gamma_rms,bns.27,1.0315790176391602
weights_only,best_val,gamma_rms,bns.28,0.947652280330658
weights_only,best_val,gamma_rms,bns.29,1.0361392498016357
weights_only,best_val,gamma_rms,bns.30,0.9631240367889404
weights_only,best_val,gamma_rms,bns.31,1.029430866241455
weights_only,best_val,gamma_rms,bns.32,0.9448321461677551
weights_only,best_val,gamma_rms,bns.33,1.0284204483032227
weights_only,best_val,gamma_rms,bns.34,0.9590975046157837
weights_only,best_val,gamma_rms,bns.35,1.0253314971923828
weights_only,best_val,gamma_rms,bns.36,0.9528592228889465
weights_only,best_val,gamma_rms,bns.37,1.0280481576919556
weights_only,best_val,gamma_rms,bns.38,0.9672956466674805
weights_only,best_val,gamma_rms,bns.39,1.0276097059249878
weights_only,best_val,gamma_rms,bns.40,0.9863693714141846
weights_only,best_val,gamma_rms,bns.41,1.0241369009017944
weights_only,best_val,gamma_rms,bns.42,0.9549610018730164
weights_only,best_val,gamma_rms,bns.43,1.026199221611023
weights_only,best_val,gamma_rms,bns.44,0.9502576589584351
weights_only,best_val,gamma_rms,bns.45,1.0249990224838257
weights_only,best_val,gamma_rms,bns.46,0.9392051100730896
weights_only,best_val,gamma_rms,bns.47,1.0250194072723389
weights_only,best_val,gamma_rms,bns.48,0.9458991885185242
weights_only,best_val,gamma_rms,bns.49,1.0218881368637085
weights_only,best_val,gamma_rms,bns.50,0.9476029276847839
weights_only,best_val,gamma_rms,bns.51,1.0268356800079346
weights_only,best_val,gamma_rms,bns.52,0.9513038992881775
weights_only,best_val,gamma_rms,bns.53,1.0233858823776245
weights_only,best_val,gamma_rms,bns.54,0.9354101419448853
weights_only,best_val,gamma_rms,bns.55,1.020105242729187
weights_only,best_val,gamma_rms,bns.56,0.967603862285614
weights_only,best_val,gamma_rms,bns.57,1.0223017930984497
weights_only,best_val,gamma_rms,bns.58,0.9461156129837036
weights_only,best_val,gamma_rms,bns.59,1.0193374156951904
weights_only,best_val,gamma_rms,bns.60,0.9484794735908508
weights_only,best_val,gamma_rms,bns.61,1.0207675695419312
weights_only,best_val,gamma_rms,bns.62,0.960695207118988
weights_only,best_val,gamma_rms,bns.63,1.0182772874832153
weights_only,best_val,gamma_rms,bns.64,0.9636424779891968
weights_only,best_val,gamma_rms,bns.65,1.0159122943878174
weights_only,best_val,gamma_rms,bns.66,0.9494262337684631
weights_only,best_val,gamma_rms,bns.67,1.020901083946228
weights_only,best_val,gamma_rms,bns.68,0.9601422548294067
weights_only,best_val,gamma_rms,bns.69,1.016584873199463
weights_only,best_val,gamma_rms,bns.70,0.9394570589065552
weights_only,best_val,gamma_rms,bns.71,1.020200252532959
weights_only,best_val,gamma_rms,bns.72,0.9544963836669922
weights_only,best_val,gamma_rms,bns.73,1.014477252960205
weights_only,best_val,gamma_rms,bns.74,0.9509449005126953
weights_only,best_val,gamma_rms,bns.75,1.0169867277145386
weights_only,best_val,gamma_rms,bns.76,0.952363133430481
weights_only,best_val,gamma_rms,bns.77,1.0200979709625244
weights_only,best_val,gamma_rms,bns.78,0.965491771697998
weights_only,best_val,gamma_rms,bns.79,1.3132081031799316
weights_only,best_val,lambda,ifs.0,7.8492631912231445
weights_only,best_val,lambda,ifs.1,7.827714443206787
weights_only,best_val,lambda,ifs.2,7.90121603012085
weights_only,best_val,lambda,ifs.3,7.859560966491699
weights_only,best_val,lambda,ifs.4,7.9691619873046875
weights_only,best_val,lambda,ifs.5,7.899796009063721
weights_only,best_val,lambda,ifs.6,7.949090957641602
weights_only,best_val,lambda,ifs.7,7.9287214279174805
weights_only,best_val,lambda,ifs.8,7.9474053382873535
weights_only,best_val,lambda,ifs.9,7.935652732849121
weights_only,best_val,lambda,ifs.10,8.010624885559082
weights_only,best_val,lambda,ifs.11,7.9338178634643555
weights_only,best_val,lambda,ifs.12,8.010907173156738
weights_only,best_val,lambda,ifs.13,7.933994293212891
weights_only,best_val,lambda,ifs.14,8.043338775634766
weights_only,best_val,lambda,ifs.15,7.95635461807251
weights_only,best_val,lambda,ifs.16,8.021254539489746
weights_only,best_val,lambda,ifs.17,7.954157829284668
weights_only,best_val,lambda,ifs.18,8.00879955291748
weights_only,best_val,lambda,ifs.19,7.9550347328186035
weights_only,best_val,lambda,ifs.20,7.988894939422607
weights_only,best_val,lambda,ifs.21,7.966647624969482
weights_only,best_val,lambda,ifs.22,8.048444747924805
weights_only,best_val,lambda,ifs.23,7.961154460906982
weights_only,best_val,lambda,ifs.24,7.9909210205078125
weights_only,best_val,lambda,ifs.25,7.9567060470581055
weights_only,best_val,lambda,ifs.26,8.046817779541016
weights_only,best_val,lambda,ifs.27,7.966794013977051
weights_only,best_val,lambda,ifs.28,8.046043395996094
weights_only,best_val,lambda,ifs.29,7.962517738342285
weights_only,best_val,lambda,ifs.30,8.03542709350586
weights_only,best_val,lambda,ifs.31,7.9691572189331055
weights_only,best_val,lambda,ifs.32,8.039714813232422
weights_only,best_val,lambda,ifs.33,7.970770359039307
weights_only,best_val,lambda,ifs.34,8.087549209594727
weights_only,best_val,lambda,ifs.35,7.974427223205566
weights_only,best_val,lambda,ifs.36,8.052597999572754
weights_only,best_val,lambda,ifs.37,7.971341133117676
weights_only,best_val,lambda,ifs.38,8.052997589111328
weights_only,best_val,lambda,ifs.39,7.970877170562744
weights_only,best_val,lambda,ifs.40,8.009727478027344
weights_only,best_val,lambda,ifs.41,7.975873947143555
weights_only,best_val,lambda,ifs.42,8.079387664794922
weights_only,best_val,lambda,ifs.43,7.973175525665283
weights_only,best_val,lambda,ifs.44,8.029108047485352
weights_only,best_val,lambda,ifs.45,7.974255561828613
weights_only,best_val,lambda,ifs.46,8.074445724487305
weights_only,best_val,lambda,ifs.47,7.974249362945557
weights_only,best_val,lambda,ifs.48,8.018835067749023
weights_only,best_val,lambda,ifs.49,7.977367877960205
weights_only,best_val,lambda,ifs.50,8.054253578186035
weights_only,best_val,lambda,ifs.51,7.971871852874756
weights_only,best_val,lambda,ifs.52,8.050333023071289
weights_only,best_val,lambda,ifs.53,7.975852966308594
weights_only,best_val,lambda,ifs.54,8.019448280334473
weights_only,best_val,lambda,ifs.55,7.979826927185059
weights_only,best_val,lambda,ifs.56,8.059624671936035
weights_only,best_val,lambda,ifs.57,7.977069854736328
weights_only,best_val,lambda,ifs.58,8.073387145996094
weights_only,best_val,lambda,ifs.59,7.980345726013184
weights_only,best_val,lambda,ifs.60,8.050978660583496
weights_only,best_val,lambda,ifs.61,7.978860378265381
weights_only,best_val,lambda,ifs.62,8.047043800354004
weights_only,best_val,lambda,ifs.63,7.981106758117676
weights_only,best_val,lambda,ifs.64,8.032958984375
weights_only,best_val,lambda,ifs.65,7.983827114105225
weights_only,best_val,lambda,ifs.66,8.067510604858398
weights_only,best_val,lambda,ifs.67,7.978867530822754
weights_only,best_val,lambda,ifs.68,8.06011962890625
weights_only,best_val,lambda,ifs.69,7.983091354370117
weights_only,best_val,lambda,ifs.70,8.052290916442871
weights_only,best_val,lambda,ifs.71,7.9792799949646
weights_only,best_val,lambda,ifs.72,8.016744613647461
weights_only,best_val,lambda,ifs.73,7.9853644371032715
weights_only,best_val,lambda,ifs.74,8.054153442382812
weights_only,best_val,lambda,ifs.75,7.982794284820557
weights_only,best_val,lambda,ifs.76,8.031264305114746
weights_only,best_val,lambda,ifs.77,7.9797043800354
weights_only,best_val,lambda,ifs.78,8.049817085266113
weights_only,best_val,lambda,ifs.79,7.904759407043457
weights_only,final,lambda,input_if,7.548898696899414
weights_only,final,gamma_rms,bns.0,1.2141278982162476
weights_only,final,gamma_rms,bns.1,1.1544041633605957
weights_only,final,gamma_rms,bns.2,1.152039647102356
weights_only,final,gamma_rms,bns.3,1.1271451711654663
weights_only,final,gamma_rms,bns.4,1.0479711294174194
weights_only,final,gamma_rms,bns.5,1.090843915939331
weights_only,final,gamma_rms,bns.6,0.9470116496086121
weights_only,final,gamma_rms,bns.7,1.0681817531585693
weights_only,final,gamma_rms,bns.8,0.9546940922737122
weights_only,final,gamma_rms,bns.9,1.0625677108764648
weights_only,final,gamma_rms,bns.10,0.9639078974723816
weights_only,final,gamma_rms,bns.11,1.0614157915115356
weights_only,final,gamma_rms,bns.12,1.0078258514404297
weights_only,final,gamma_rms,bns.13,1.064598560333252
weights_only,final,gamma_rms,bns.14,0.9868625402450562
weights_only,final,gamma_rms,bns.15,1.0417436361312866
weights_only,final,gamma_rms,bns.16,0.9645242691040039
weights_only,final,gamma_rms,bns.17,1.0447545051574707
weights_only,final,gamma_rms,bns.18,0.9762322306632996
weights_only,final,gamma_rms,bns.19,1.0439083576202393
weights_only,final,gamma_rms,bns.20,0.9669220447540283
weights_only,final,gamma_rms,bns.21,1.032355546951294
weights_only,final,gamma_rms,bns.22,0.9980643391609192
weights_only,final,gamma_rms,bns.23,1.0374009609222412
weights_only,final,gamma_rms,bns.24,0.9602831602096558
weights_only,final,gamma_rms,bns.25,1.0414749383926392
weights_only,final,gamma_rms,bns.26,0.9561533331871033
weights_only,final,gamma_rms,bns.27,1.0317494869232178
weights_only,final,gamma_rms,bns.28,0.9475486874580383
weights_only,final,gamma_rms,bns.29,1.0363255739212036
weights_only,final,gamma_rms,bns.30,0.9630727767944336
weights_only,final,gamma_rms,bns.31,1.0295650959014893
weights_only,final,gamma_rms,bns.32,0.9447329640388489
weights_only,final,gamma_rms,bns.33,1.028544306755066
weights_only,final,gamma_rms,bns.34,0.9589273929595947
weights_only,final,gamma_rms,bns.35,1.0254521369934082
weights_only,final,gamma_rms,bns.36,0.9528172612190247
weights_only,final,gamma_rms,bns.37,1.0282022953033447
weights_only,final,gamma_rms,bns.38,0.9672566056251526
weights_only,final,gamma_rms,bns.39,1.0277793407440186
weights_only,final,gamma_rms,bns.40,0.9862537384033203
weights_only,final,gamma_rms,bns.41,1.024254322052002
weights_only,final,gamma_rms,bns.42,0.9549440145492554
weights_only,final,gamma_rms,bns.43,1.0263140201568604
weights_only,final,gamma_rms,bns.44,0.9502445459365845
weights_only,final,gamma_rms,bns.45,1.025108814239502
weights_only,final,gamma_rms,bns.46,0.9391801357269287
weights_only,final,gamma_rms,bns.47,1.0251246690750122
weights_only,final,gamma_rms,bns.48,0.9458392262458801
weights_only,final,gamma_rms,bns.49,1.0219858884811401
weights_only,final,gamma_rms,bns.50,0.947609543800354
weights_only,final,gamma_rms,bns.51,1.0269452333450317
weights_only,final,gamma_rms,bns.52,0.9512718915939331
weights_only,final,gamma_rms,bns.53,1.023476004600525
weights_only,final,gamma_rms,bns.54,0.9353086948394775
weights_only,final,gamma_rms,bns.55,1.0202083587646484
weights_only,final,gamma_rms,bns.56,0.9673624038696289
weights_only,final,gamma_rms,bns.57,1.0224066972732544
weights_only,final,gamma_rms,bns.58,0.9460300803184509
weights_only,final,gamma_rms,bns.59,1.0194368362426758
weights_only,final,gamma_rms,bns.60,0.9484813213348389
weights_only,final,gamma_rms,bns.61,1.0208674669265747
weights_only,final,gamma_rms,bns.62,0.9607271552085876
weights_only,final,gamma_rms,bns.63,1.0183594226837158
weights_only,final,gamma_rms,bns.64,0.963518500328064
weights_only,final,gamma_rms,bns.65,1.0159801244735718
weights_only,final,gamma_rms,bns.66,0.9493111371994019
weights_only,final,gamma_rms,bns.67,1.0209964513778687
weights_only,final,gamma_rms,bns.68,0.9599165916442871
weights_only,final,gamma_rms,bns.69,1.0166525840759277
weights_only,final,gamma_rms,bns.70,0.9392281770706177
weights_only,final,gamma_rms,bns.71,1.020317792892456
weights_only,final,gamma_rms,bns.72,0.9543547034263611
weights_only,final,gamma_rms,bns.73,1.0145176649093628
weights_only,final,gamma_rms,bns.74,0.9507923722267151
weights_only,final,gamma_rms,bns.75,1.0170589685440063
weights_only,final,gamma_rms,bns.76,0.9522481560707092
weights_only,final,gamma_rms,bns.77,1.020190954208374
weights_only,final,gamma_rms,bns.78,0.9653245210647583
weights_only,final,gamma_rms,bns.79,1.3148196935653687
weights_only,final,lambda,ifs.0,7.848310470581055
weights_only,final,lambda,ifs.1,7.826834678649902
weights_only,final,lambda,ifs.2,7.900708198547363
weights_only,final,lambda,ifs.3,7.858879566192627
weights_only,final,lambda,ifs.4,7.968964099884033
weights_only,final,lambda,ifs.5,7.899228572845459
weights_only,final,lambda,ifs.6,7.948772430419922
weights_only,final,lambda,ifs.7,7.928384304046631
weights_only,final,lambda,ifs.8,7.946845531463623
weights_only,final,lambda,ifs.9,7.935281753540039
weights_only,final,lambda,ifs.10,8.01058578491211
weights_only,final,lambda,ifs.11,7.933415412902832
weights_only,final,lambda,ifs.12,8.010733604431152
weights_only,final,lambda,ifs.13,7.933664321899414
